i,j
0.0,102.0
0.0,144.0
0.0,186.0
0.0,83.0
0.0,136.0
1.0,84.0
1.0,152.0
1.0,215.0
1.0,145.0
1.0,151.0
2.0,67.0
2.0,66.0
2.0,199.0
2.0,140.0
2.0,116.0
3.0,86.0
3.0,179.0
3.0,31.0
3.0,209.0
3.0,158.0
4.0,94.0
4.0,200.0
4.0,68.0
4.0,34.0
4.0,88.0
5.0,76.0
5.0,205.0
5.0,210.0
5.0,112.0
5.0,91.0
6.0,101.0
6.0,32.0
6.0,180.0
6.0,64.0
6.0,57.0
7.0,203.0
7.0,181.0
7.0,75.0
7.0,160.0
7.0,87.0
8.0,109.0
8.0,98.0
8.0,24.0
8.0,213.0
8.0,94.0
9.0,39.0
9.0,61.0
9.0,12.0
9.0,162.0
9.0,136.0
10.0,108.0
10.0,147.0
10.0,111.0
10.0,175.0
10.0,49.0
11.0,123.0
11.0,144.0
11.0,136.0
11.0,0.0
11.0,165.0
12.0,125.0
12.0,210.0
12.0,112.0
12.0,113.0
12.0,61.0
13.0,198.0
13.0,42.0
13.0,21.0
13.0,171.0
13.0,60.0
14.0,77.0
14.0,97.0
14.0,216.0
14.0,21.0
14.0,133.0
15.0,124.0
15.0,187.0
15.0,127.0
15.0,175.0
15.0,111.0
16.0,133.0
16.0,97.0
16.0,142.0
16.0,14.0
16.0,42.0
17.0,97.0
17.0,118.0
17.0,142.0
17.0,60.0
17.0,42.0
18.0,192.0
18.0,135.0
18.0,19.0
18.0,103.0
18.0,68.0
19.0,68.0
19.0,200.0
19.0,192.0
19.0,18.0
19.0,135.0
20.0,57.0
20.0,132.0
20.0,168.0
20.0,82.0
20.0,180.0
21.0,13.0
21.0,65.0
21.0,74.0
21.0,128.0
21.0,97.0
22.0,74.0
22.0,13.0
22.0,115.0
22.0,218.0
22.0,138.0
23.0,108.0
23.0,10.0
23.0,146.0
23.0,111.0
23.0,137.0
24.0,37.0
24.0,128.0
24.0,109.0
24.0,94.0
24.0,88.0
25.0,74.0
25.0,55.0
25.0,142.0
25.0,107.0
25.0,138.0
26.0,181.0
26.0,115.0
26.0,216.0
26.0,48.0
26.0,44.0
27.0,50.0
27.0,40.0
27.0,167.0
27.0,99.0
27.0,148.0
28.0,143.0
28.0,149.0
28.0,95.0
28.0,29.0
28.0,106.0
29.0,93.0
29.0,188.0
29.0,201.0
29.0,89.0
29.0,87.0
30.0,71.0
30.0,47.0
30.0,85.0
30.0,41.0
30.0,33.0
31.0,200.0
31.0,211.0
31.0,209.0
31.0,108.0
31.0,3.0
32.0,101.0
32.0,34.0
32.0,6.0
32.0,180.0
32.0,200.0
33.0,150.0
33.0,41.0
33.0,71.0
33.0,197.0
33.0,30.0
34.0,32.0
34.0,141.0
34.0,105.0
34.0,101.0
34.0,180.0
35.0,215.0
35.0,167.0
35.0,84.0
35.0,69.0
35.0,27.0
36.0,6.0
36.0,165.0
36.0,185.0
36.0,112.0
36.0,64.0
37.0,88.0
37.0,73.0
37.0,94.0
37.0,195.0
37.0,104.0
38.0,130.0
38.0,54.0
38.0,43.0
38.0,194.0
38.0,116.0
39.0,113.0
39.0,123.0
39.0,11.0
39.0,12.0
39.0,214.0
40.0,50.0
40.0,27.0
40.0,99.0
40.0,167.0
40.0,148.0
41.0,197.0
41.0,33.0
41.0,30.0
41.0,150.0
41.0,71.0
42.0,170.0
42.0,60.0
42.0,16.0
42.0,139.0
42.0,55.0
43.0,199.0
43.0,54.0
43.0,38.0
43.0,67.0
43.0,202.0
44.0,82.0
44.0,21.0
44.0,170.0
44.0,51.0
44.0,48.0
45.0,133.0
45.0,16.0
45.0,48.0
45.0,216.0
45.0,82.0
46.0,91.0
46.0,62.0
46.0,219.0
46.0,76.0
46.0,163.0
47.0,30.0
47.0,161.0
47.0,15.0
47.0,71.0
47.0,156.0
48.0,44.0
48.0,57.0
48.0,82.0
48.0,133.0
48.0,160.0
49.0,124.0
49.0,175.0
49.0,127.0
49.0,111.0
49.0,15.0
50.0,27.0
50.0,167.0
50.0,40.0
50.0,99.0
50.0,35.0
51.0,155.0
51.0,16.0
51.0,42.0
51.0,193.0
51.0,218.0
52.0,95.0
52.0,134.0
52.0,190.0
52.0,66.0
52.0,110.0
53.0,182.0
53.0,15.0
53.0,78.0
53.0,127.0
53.0,175.0
54.0,151.0
54.0,130.0
54.0,43.0
54.0,220.0
54.0,116.0
55.0,218.0
55.0,74.0
55.0,142.0
55.0,45.0
55.0,118.0
56.0,174.0
56.0,148.0
56.0,99.0
56.0,40.0
56.0,27.0
57.0,72.0
57.0,193.0
57.0,217.0
57.0,132.0
57.0,26.0
58.0,61.0
58.0,164.0
58.0,214.0
58.0,59.0
58.0,154.0
59.0,164.0
59.0,61.0
59.0,12.0
59.0,9.0
59.0,214.0
60.0,51.0
60.0,22.0
60.0,171.0
60.0,87.0
60.0,25.0
61.0,162.0
61.0,214.0
61.0,164.0
61.0,12.0
61.0,39.0
62.0,91.0
62.0,46.0
62.0,141.0
62.0,105.0
62.0,219.0
63.0,96.0
63.0,70.0
63.0,65.0
63.0,107.0
63.0,115.0
64.0,125.0
64.0,12.0
64.0,205.0
64.0,185.0
64.0,123.0
65.0,97.0
65.0,87.0
65.0,14.0
65.0,190.0
65.0,70.0
66.0,208.0
66.0,110.0
66.0,120.0
66.0,26.0
66.0,134.0
67.0,2.0
67.0,184.0
67.0,208.0
67.0,140.0
67.0,220.0
68.0,209.0
68.0,19.0
68.0,200.0
68.0,4.0
68.0,135.0
69.0,167.0
69.0,215.0
69.0,35.0
69.0,145.0
69.0,50.0
70.0,96.0
70.0,119.0
70.0,218.0
70.0,133.0
70.0,55.0
71.0,150.0
71.0,41.0
71.0,30.0
71.0,33.0
71.0,161.0
72.0,217.0
72.0,25.0
72.0,193.0
72.0,191.0
72.0,132.0
73.0,94.0
73.0,37.0
73.0,183.0
73.0,98.0
73.0,104.0
74.0,60.0
74.0,13.0
74.0,142.0
74.0,198.0
74.0,79.0
75.0,133.0
75.0,26.0
75.0,181.0
75.0,201.0
75.0,115.0
76.0,163.0
76.0,219.0
76.0,91.0
76.0,46.0
76.0,105.0
77.0,14.0
77.0,128.0
77.0,157.0
77.0,21.0
77.0,122.0
78.0,111.0
78.0,182.0
78.0,15.0
78.0,10.0
78.0,53.0
79.0,107.0
79.0,138.0
79.0,55.0
79.0,118.0
79.0,193.0
80.0,118.0
80.0,138.0
80.0,172.0
80.0,102.0
80.0,16.0
81.0,176.0
81.0,144.0
81.0,83.0
81.0,207.0
81.0,159.0
82.0,45.0
82.0,44.0
82.0,115.0
82.0,170.0
82.0,155.0
83.0,136.0
83.0,81.0
83.0,48.0
83.0,186.0
83.0,159.0
84.0,152.0
84.0,1.0
84.0,215.0
84.0,35.0
84.0,43.0
85.0,47.0
85.0,124.0
85.0,175.0
85.0,30.0
85.0,15.0
86.0,178.0
86.0,31.0
86.0,146.0
86.0,10.0
86.0,209.0
87.0,16.0
87.0,42.0
87.0,216.0
87.0,139.0
87.0,171.0
88.0,104.0
88.0,4.0
88.0,32.0
88.0,168.0
88.0,101.0
89.0,73.0
89.0,183.0
89.0,24.0
89.0,211.0
89.0,195.0
90.0,162.0
90.0,214.0
90.0,61.0
90.0,5.0
90.0,59.0
91.0,76.0
91.0,62.0
91.0,141.0
91.0,219.0
91.0,46.0
92.0,177.0
92.0,172.0
92.0,38.0
92.0,196.0
92.0,130.0
93.0,95.0
93.0,134.0
93.0,190.0
93.0,198.0
93.0,157.0
94.0,195.0
94.0,104.0
94.0,73.0
94.0,213.0
94.0,183.0
95.0,143.0
95.0,134.0
95.0,93.0
95.0,52.0
95.0,110.0
96.0,119.0
96.0,13.0
96.0,63.0
96.0,139.0
96.0,218.0
97.0,65.0
97.0,107.0
97.0,14.0
97.0,171.0
97.0,17.0
98.0,89.0
98.0,77.0
98.0,213.0
98.0,106.0
98.0,8.0
99.0,27.0
99.0,40.0
99.0,50.0
99.0,148.0
99.0,169.0
100.0,86.0
100.0,126.0
100.0,147.0
100.0,3.0
100.0,114.0
101.0,6.0
101.0,32.0
101.0,34.0
101.0,37.0
101.0,4.0
102.0,198.0
102.0,26.0
102.0,60.0
102.0,13.0
102.0,42.0
103.0,18.0
103.0,19.0
103.0,135.0
103.0,192.0
103.0,68.0
104.0,94.0
104.0,128.0
104.0,37.0
104.0,188.0
104.0,101.0
105.0,141.0
105.0,205.0
105.0,34.0
105.0,36.0
105.0,185.0
106.0,15.0
106.0,143.0
106.0,8.0
106.0,28.0
106.0,213.0
107.0,216.0
107.0,42.0
107.0,14.0
107.0,55.0
107.0,16.0
108.0,146.0
108.0,147.0
108.0,10.0
108.0,78.0
108.0,23.0
109.0,213.0
109.0,24.0
109.0,128.0
109.0,155.0
109.0,188.0
110.0,149.0
110.0,156.0
110.0,157.0
110.0,204.0
110.0,134.0
111.0,175.0
111.0,10.0
111.0,49.0
111.0,127.0
111.0,23.0
112.0,5.0
112.0,210.0
112.0,214.0
112.0,162.0
112.0,125.0
113.0,185.0
113.0,123.0
113.0,39.0
113.0,214.0
113.0,164.0
114.0,158.0
114.0,100.0
114.0,3.0
114.0,209.0
114.0,179.0
115.0,51.0
115.0,45.0
115.0,118.0
115.0,218.0
115.0,44.0
116.0,220.0
116.0,184.0
116.0,199.0
116.0,67.0
116.0,43.0
117.0,196.0
117.0,80.0
117.0,38.0
117.0,129.0
117.0,138.0
118.0,26.0
118.0,79.0
118.0,107.0
118.0,44.0
