i,j
7.0,0.0
329.0,0.0
571.0,1.0
663.0,1.0
676.0,1.0
727.0,1.0
729.0,1.0
817.0,1.0
942.0,1.0
43.0,2.0
526.0,2.0
244.0,3.0
577.0,3.0
696.0,3.0
80.0,4.0
546.0,4.0
589.0,4.0
91.0,5.0
260.0,5.0
263.0,5.0
279.0,5.0
312.0,5.0
457.0,5.0
615.0,5.0
772.0,5.0
853.0,5.0
907.0,5.0
58.0,6.0
366.0,6.0
745.0,6.0
883.0,6.0
894.0,6.0
55.0,7.0
163.0,7.0
865.0,8.0
75.0,9.0
357.0,9.0
394.0,9.0
444.0,9.0
342.0,10.0
756.0,10.0
859.0,10.0
889.0,10.0
933.0,10.0
954.0,10.0
865.0,11.0
112.0,12.0
488.0,12.0
722.0,12.0
874.0,12.0
946.0,12.0
453.0,13.0
575.0,13.0
597.0,13.0
875.0,13.0
487.0,14.0
448.0,15.0
67.0,16.0
17.0,4.0
419.0,17.0
450.0,17.0
662.0,17.0
831.0,17.0
900.0,17.0
185.0,18.0
324.0,18.0
646.0,18.0
681.0,18.0
767.0,18.0
865.0,19.0
67.0,20.0
865.0,21.0
377.0,22.0
198.0,23.0
456.0,23.0
691.0,23.0
795.0,23.0
834.0,23.0
467.0,24.0
614.0,24.0
737.0,24.0
786.0,24.0
917.0,24.0
25.0,4.0
53.0,25.0
266.0,25.0
302.0,25.0
499.0,25.0
767.0,25.0
95.0,26.0
349.0,26.0
536.0,26.0
584.0,26.0
817.0,26.0
883.0,26.0
366.0,27.0
413.0,27.0
382.0,28.0
868.0,28.0
167.0,29.0
744.0,29.0
892.0,29.0
865.0,30.0
80.0,31.0
578.0,31.0
604.0,31.0
660.0,31.0
760.0,31.0
865.0,32.0
448.0,33.0
662.0,33.0
34.0,32.0
570.0,34.0
797.0,34.0
857.0,34.0
717.0,35.0
63.0,36.0
915.0,36.0
168.0,37.0
293.0,37.0
344.0,37.0
479.0,37.0
571.0,37.0
734.0,37.0
954.0,38.0
209.0,39.0
456.0,39.0
377.0,40.0
783.0,40.0
961.0,40.0
41.0,35.0
57.0,41.0
84.0,41.0
174.0,41.0
201.0,41.0
385.0,41.0
456.0,41.0
655.0,41.0
688.0,41.0
198.0,42.0
664.0,42.0
945.0,42.0
302.0,43.0
628.0,43.0
670.0,43.0
704.0,43.0
865.0,43.0
177.0,44.0
540.0,44.0
953.0,44.0
45.0,3.0
700.0,45.0
395.0,46.0
216.0,47.0
971.0,47.0
116.0,48.0
376.0,48.0
865.0,49.0
351.0,50.0
368.0,50.0
503.0,51.0
575.0,51.0
817.0,51.0
865.0,52.0
53.0,31.0
55.0,53.0
556.0,53.0
795.0,53.0
54.0,7.0
597.0,54.0
809.0,54.0
818.0,54.0
872.0,54.0
201.0,55.0
196.0,56.0
356.0,56.0
259.0,57.0
494.0,58.0
260.0,59.0
544.0,59.0
382.0,60.0
385.0,60.0
500.0,60.0
830.0,60.0
229.0,61.0
453.0,61.0
549.0,61.0
814.0,61.0
80.0,62.0
110.0,62.0
328.0,62.0
363.0,62.0
952.0,62.0
150.0,63.0
241.0,63.0
438.0,63.0
865.0,64.0
376.0,65.0
709.0,65.0
205.0,66.0
468.0,66.0
521.0,66.0
564.0,67.0
831.0,67.0
691.0,68.0
716.0,68.0
770.0,68.0
69.0,52.0
182.0,70.0
246.0,70.0
406.0,70.0
746.0,70.0
598.0,71.0
496.0,72.0
970.0,72.0
284.0,73.0
865.0,74.0
778.0,75.0
119.0,76.0
159.0,76.0
253.0,76.0
225.0,77.0
286.0,77.0
751.0,77.0
900.0,77.0
928.0,77.0
221.0,78.0
550.0,78.0
657.0,78.0
733.0,78.0
222.0,79.0
933.0,79.0
579.0,80.0
671.0,80.0
687.0,80.0
966.0,80.0
419.0,81.0
567.0,81.0
956.0,81.0
149.0,82.0
751.0,82.0
83.0,25.0
83.0,29.0
282.0,83.0
292.0,83.0
667.0,83.0
840.0,83.0
294.0,84.0
