i,j
865.0,0.0
232.0,1.0
667.0,1.0
865.0,2.0
28.0,3.0
44.0,3.0
137.0,3.0
279.0,3.0
311.0,3.0
456.0,3.0
503.0,3.0
857.0,3.0
121.0,4.0
163.0,4.0
441.0,4.0
544.0,4.0
606.0,4.0
969.0,4.0
182.0,5.0
470.0,5.0
758.0,5.0
792.0,5.0
572.0,6.0
573.0,6.0
595.0,6.0
630.0,6.0
873.0,6.0
897.0,6.0
7.0,5.0
40.0,7.0
380.0,7.0
392.0,7.0
529.0,7.0
569.0,7.0
741.0,7.0
43.0,8.0
170.0,8.0
803.0,8.0
234.0,9.0
339.0,9.0
553.0,9.0
792.0,9.0
878.0,9.0
10.0,1.0
255.0,10.0
512.0,10.0
575.0,10.0
779.0,10.0
793.0,10.0
865.0,11.0
39.0,12.0
325.0,12.0
606.0,12.0
78.0,13.0
258.0,13.0
348.0,13.0
708.0,13.0
751.0,13.0
769.0,13.0
90.0,14.0
138.0,14.0
441.0,14.0
764.0,14.0
865.0,15.0
162.0,16.0
408.0,16.0
429.0,16.0
550.0,16.0
508.0,17.0
558.0,17.0
764.0,17.0
893.0,18.0
427.0,19.0
587.0,19.0
373.0,20.0
406.0,20.0
462.0,20.0
865.0,21.0
865.0,22.0
778.0,23.0
781.0,23.0
185.0,24.0
688.0,24.0
759.0,24.0
930.0,24.0
958.0,24.0
66.0,25.0
174.0,25.0
270.0,25.0
321.0,25.0
325.0,25.0
437.0,25.0
920.0,25.0
117.0,26.0
147.0,26.0
169.0,26.0
173.0,26.0
578.0,27.0
30.0,28.0
223.0,29.0
562.0,29.0
626.0,29.0
683.0,29.0
864.0,29.0
354.0,30.0
460.0,30.0
342.0,31.0
386.0,31.0
466.0,31.0
495.0,31.0
535.0,31.0
671.0,31.0
790.0,31.0
549.0,32.0
642.0,33.0
372.0,34.0
496.0,34.0
553.0,34.0
752.0,34.0
358.0,35.0
415.0,35.0
438.0,35.0
587.0,35.0
892.0,35.0
918.0,35.0
148.0,36.0
203.0,36.0
445.0,36.0
900.0,36.0
933.0,36.0
42.0,37.0
644.0,37.0
793.0,37.0
110.0,38.0
373.0,38.0
655.0,38.0
39.0,6.0
201.0,40.0
310.0,40.0
602.0,40.0
648.0,40.0
896.0,40.0
97.0,41.0
216.0,41.0
227.0,41.0
340.0,41.0
403.0,41.0
536.0,41.0
42.0,34.0
93.0,42.0
304.0,42.0
133.0,43.0
395.0,43.0
932.0,44.0
958.0,44.0
961.0,44.0
587.0,45.0
924.0,45.0
120.0,46.0
504.0,46.0
785.0,46.0
346.0,47.0
774.0,48.0
808.0,49.0
914.0,49.0
865.0,50.0
706.0,51.0
52.0,50.0
243.0,52.0
504.0,53.0
741.0,53.0
756.0,53.0
81.0,54.0
249.0,54.0
172.0,55.0
191.0,55.0
465.0,55.0
674.0,55.0
63.0,56.0
99.0,56.0
254.0,56.0
605.0,56.0
796.0,56.0
958.0,56.0
152.0,57.0
202.0,57.0
221.0,58.0
550.0,58.0
217.0,59.0
256.0,59.0
307.0,59.0
331.0,59.0
551.0,59.0
561.0,59.0
671.0,59.0
790.0,60.0
73.0,61.0
354.0,61.0
764.0,61.0
62.0,29.0
115.0,62.0
508.0,62.0
461.0,63.0
211.0,64.0
251.0,64.0
420.0,64.0
681.0,64.0
451.0,65.0
587.0,65.0
331.0,66.0
131.0,67.0
312.0,67.0
373.0,67.0
439.0,67.0
656.0,67.0
715.0,67.0
68.0,38.0
317.0,68.0
344.0,68.0
637.0,68.0
252.0,69.0
865.0,70.0
865.0,71.0
307.0,72.0
206.0,73.0
261.0,73.0
516.0,73.0
927.0,73.0
300.0,74.0
561.0,74.0
816.0,74.0
439.0,75.0
682.0,75.0
807.0,75.0
848.0,76.0
524.0,77.0
595.0,77.0
78.0,62.0
103.0,78.0
533.0,78.0
700.0,78.0
747.0,78.0
499.0,79.0
819.0,79.0
448.0,80.0
455.0,80.0
315.0,81.0
129.0,82.0
477.0,82.0
795.0,82.0
480.0,83.0
719.0,83.0
113.0,84.0
164.0,84.0
466.0,84.0
865.0,85.0
86.0,37.0
173.0,86.0
182.0,86.0
214.0,86.0
448.0,86.0
565.0,86.0
613.0,86.0
87.0,77.0
879.0,87.0
935.0,87.0
88.0,15.0
567.0,88.0
120.0,89.0
232.0,89.0
591.0,89.0
631.0,89.0
748.0,89.0
788.0,89.0
90.0,58.0
200.0,90.0
324.0,90.0
344.0,90.0
904.0,90.0
865.0,91.0
274.0,92.0
581.0,92.0
872.0,92.0
93.0,4.0
143.0,93.0
850.0,93.0
172.0,94.0
655.0,94.0
792.0,94.0
881.0,94.0
858.0,95.0
918.0,95.0
865.0,96.0
865.0,97.0
245.0,98.0
403.0,98.0
489.0,98.0
234.0,99.0
775.0,99.0
142.0,100.0
101.0,92.0
110.0,101.0
358.0,101.0
410.0,101.0
197.0,102.0
671.0,102.0
745.0,102.0
465.0,103.0
691.0,103.0
759.0,103.0
832.0,103.0
104.0,26.0
455.0,104.0
873.0,104.0
105.0,15.0
458.0,105.0
763.0,105.0
945.0,105.0
958.0,105.0
106.0,35.0
225.0,106.0
445.0,106.0
584.0,106.0
339.0,107.0
522.0,107.0
720.0,108.0
123.0,109.0
332.0,109.0
968.0,109.0
110.0,54.0
159.0,110.0
259.0,110.0
483.0,110.0
697.0,110.0
745.0,110.0
823.0,110.0
603.0,111.0
650.0,111.0
404.0,112.0
463.0,112.0
172.0,113.0
804.0,113.0
850.0,114.0
191.0,115.0
328.0,115.0
354.0,115.0
931.0,115.0
335.0,116.0
427.0,116.0
476.0,116.0
580.0,116.0
690.0,116.0
852.0,116.0
117.0,18.0
117.0,29.0
218.0,117.0
345.0,117.0
118.0,13.0
496.0,118.0
865.0,119.0
120.0,80.0
628.0,120.0
800.0,120.0
214.0,121.0
233.0,121.0
251.0,121.0
378.0,121.0
387.0,121.0
780.0,122.0
182.0,123.0
572.0,123.0
626.0,123.0
124.0,61.0
695.0,124.0
129.0,125.0
577.0,125.0
126.0,98.0
126.0,106.0
361.0,126.0
892.0,126.0
407.0,127.0
718.0,127.0
914.0,128.0
129.0,119.0
656.0,129.0
727.0,129.0
815.0,129.0
482.0,130.0
739.0,130.0
271.0,131.0
132.0,69.0
556.0,132.0
279.0,133.0
394.0,133.0
134.0,1.0
160.0,134.0
831.0,134.0
927.0,134.0
321.0,135.0
482.0,135.0
865.0,136.0
228.0,137.0
591.0,137.0
664.0,137.0
852.0,137.0
138.0,36.0
138.0,68.0
463.0,138.0
645.0,138.0
843.0,138.0
966.0,138.0
139.0,12.0
332.0,139.0
347.0,139.0
613.0,139.0
617.0,139.0
865.0,140.0
244.0,141.0
409.0,141.0
525.0,141.0
775.0,141.0
142.0,31.0
142.0,53.0
189.0,142.0
245.0,142.0
368.0,142.0
953.0,142.0
143.0,38.0
433.0,143.0
865.0,144.0
145.0,115.0
180.0,145.0
392.0,145.0
671.0,145.0
685.0,145.0
700.0,145.0
906.0,145.0
503.0,146.0
588.0,146.0
878.0,146.0
147.0,142.0
175.0,147.0
237.0,147.0
290.0,147.0
545.0,147.0
611.0,147.0
659.0,147.0
904.0,147.0
917.0,147.0
202.0,148.0
372.0,148.0
458.0,149.0
150.0,45.0
150.0,116.0
349.0,150.0
651.0,150.0
668.0,150.0
839.0,150.0
962.0,150.0
151.0,75.0
349.0,151.0
475.0,151.0
152.0,109.0
282.0,152.0
583.0,152.0
932.0,152.0
153.0,11.0
174.0,153.0
732.0,153.0
865.0,154.0
155.0,153.0
156.0,34.0
537.0,156.0
567.0,156.0
635.0,156.0
813.0,156.0
214.0,157.0
158.0,90.0
378.0,158.0
478.0,158.0
620.0,158.0
759.0,158.0
159.0,31.0
458.0,159.0
539.0,159.0
205.0,160.0
399.0,160.0
505.0,160.0
523.0,160.0
801.0,160.0
899.0,160.0
281.0,161.0
435.0,161.0
558.0,161.0
687.0,161.0
807.0,162.0
281.0,163.0
341.0,163.0
620.0,163.0
627.0,163.0
743.0,163.0
336.0,164.0
349.0,164.0
366.0,164.0
643.0,164.0
659.0,164.0
939.0,164.0
213.0,165.0
364.0,165.0
393.0,165.0
493.0,165.0
734.0,165.0
799.0,165.0
879.0,165.0
539.0,166.0
248.0,167.0
286.0,167.0
368.0,167.0
393.0,167.0
633.0,167.0
204.0,168.0
604.0,168.0
651.0,168.0
848.0,168.0
169.0,13.0
169.0,30.0
725.0,169.0
770.0,169.0
520.0,170.0
840.0,170.0
545.0,171.0
826.0,171.0
917.0,171.0
953.0,171.0
956.0,171.0
172.0,31.0
172.0,77.0
172.0,91.0
172.0,147.0
253.0,172.0
754.0,172.0
865.0,173.0
206.0,174.0
671.0,174.0
861.0,174.0
865.0,175.0
376.0,176.0
953.0,176.0
449.0,177.0
178.0,134.0
269.0,178.0
439.0,178.0
745.0,178.0
952.0,178.0
865.0,179.0
865.0,180.0
633.0,181.0
473.0,182.0
597.0,182.0
786.0,182.0
879.0,182.0
350.0,183.0
850.0,183.0
318.0,184.0
185.0,7.0
445.0,185.0
865.0,186.0
187.0,116.0
299.0,187.0
330.0,187.0
421.0,187.0
466.0,187.0
487.0,187.0
542.0,187.0
691.0,187.0
801.0,187.0
884.0,187.0
911.0,187.0
865.0,188.0
279.0,189.0
724.0,189.0
828.0,189.0
588.0,190.0
953.0,190.0
191.0,115.0
191.0,157.0
467.0,191.0
565.0,191.0
576.0,191.0
586.0,191.0
754.0,191.0
885.0,191.0
364.0,192.0
921.0,192.0
193.0,138.0
209.0,193.0
419.0,193.0
659.0,193.0
690.0,193.0
731.0,193.0
938.0,193.0
954.0,193.0
865.0,194.0
195.0,133.0
289.0,195.0
354.0,195.0
438.0,195.0
511.0,195.0
873.0,195.0
215.0,196.0
347.0,196.0
421.0,196.0
818.0,197.0
499.0,198.0
644.0,199.0
648.0,199.0
864.0,199.0
286.0,200.0
825.0,200.0
201.0,9.0
391.0,201.0
616.0,201.0
763.0,201.0
606.0,202.0
251.0,203.0
515.0,204.0
904.0,204.0
205.0,45.0
205.0,172.0
230.0,205.0
934.0,205.0
206.0,89.0
448.0,206.0
737.0,206.0
883.0,206.0
926.0,206.0
207.0,119.0
232.0,207.0
384.0,207.0
420.0,207.0
745.0,207.0
208.0,32.0
209.0,61.0
209.0,166.0
250.0,209.0
457.0,209.0
577.0,209.0
640.0,209.0
210.0,82.0
323.0,210.0
371.0,210.0
895.0,210.0
915.0,210.0
253.0,211.0
745.0,211.0
845.0,211.0
959.0,211.0
292.0,212.0
938.0,212.0
238.0,213.0
253.0,213.0
376.0,213.0
751.0,213.0
753.0,213.0
805.0,213.0
264.0,214.0
444.0,214.0
587.0,214.0
597.0,214.0
682.0,214.0
805.0,214.0
864.0,214.0
890.0,214.0
215.0,59.0
304.0,215.0
216.0,37.0
216.0,197.0
403.0,216.0
532.0,216.0
767.0,216.0
852.0,216.0
971.0,216.0
217.0,6.0
218.0,7.0
218.0,156.0
379.0,218.0
386.0,218.0
553.0,218.0
728.0,218.0
947.0,218.0
368.0,219.0
536.0,219.0
681.0,219.0
581.0,220.0
221.0,80.0
590.0,221.0
860.0,221.0
865.0,222.0
559.0,223.0
961.0,224.0
295.0,225.0
808.0,225.0
955.0,226.0
227.0,103.0
227.0,176.0
254.0,227.0
317.0,227.0
454.0,227.0
571.0,227.0
796.0,227.0
897.0,227.0
944.0,227.0
950.0,227.0
865.0,228.0
229.0,94.0
229.0,109.0
318.0,229.0
376.0,229.0
550.0,229.0
662.0,229.0
865.0,230.0
865.0,231.0
232.0,3.0
232.0,103.0
232.0,201.0
353.0,232.0
577.0,232.0
704.0,233.0
293.0,234.0
331.0,234.0
351.0,234.0
830.0,234.0
761.0,235.0
859.0,235.0
416.0,236.0
859.0,236.0
898.0,236.0
237.0,126.0
580.0,237.0
820.0,237.0
238.0,54.0
290.0,238.0
480.0,239.0
670.0,240.0
263.0,241.0
347.0,241.0
478.0,241.0
554.0,241.0
691.0,241.0
883.0,241.0
903.0,241.0
359.0,242.0
243.0,60.0
243.0,94.0
340.0,243.0
630.0,243.0
662.0,243.0
244.0,146.0
368.0,244.0
404.0,244.0
860.0,244.0
245.0,43.0
245.0,70.0
245.0,86.0
245.0,153.0
403.0,245.0
433.0,245.0
791.0,245.0
246.0,41.0
246.0,54.0
246.0,55.0
246.0,195.0
571.0,246.0
706.0,247.0
817.0,247.0
448.0,248.0
618.0,248.0
361.0,249.0
364.0,249.0
587.0,249.0
663.0,249.0
808.0,249.0
894.0,249.0
865.0,250.0
376.0,251.0
912.0,251.0
957.0,251.0
252.0,42.0
252.0,109.0
252.0,175.0
376.0,252.0
550.0,252.0
640.0,252.0
674.0,252.0
899.0,252.0
307.0,253.0
506.0,253.0
896.0,253.0
254.0,243.0
296.0,254.0
400.0,254.0
255.0,53.0
259.0,255.0
554.0,255.0
324.0,256.0
346.0,256.0
382.0,256.0
411.0,256.0
433.0,256.0
607.0,256.0
659.0,256.0
797.0,256.0
257.0,85.0
721.0,258.0
768.0,258.0
259.0,96.0
259.0,190.0
259.0,253.0
331.0,259.0
354.0,259.0
487.0,259.0
865.0,259.0
401.0,260.0
261.0,183.0
563.0,261.0
931.0,261.0
624.0,262.0
944.0,262.0
263.0,29.0
640.0,263.0
796.0,263.0
264.0,74.0
264.0,151.0
264.0,176.0
264.0,199.0
443.0,264.0
459.0,264.0
591.0,264.0
626.0,264.0
711.0,264.0
751.0,264.0
894.0,264.0
903.0,264.0
865.0,265.0
266.0,164.0
821.0,266.0
855.0,266.0
817.0,267.0
885.0,267.0
268.0,65.0
268.0,166.0
268.0,229.0
284.0,268.0
