i,j
258.0,0.0
446.0,0.0
543.0,0.0
32.0,1.0
178.0,1.0
213.0,1.0
228.0,1.0
279.0,1.0
643.0,1.0
654.0,2.0
823.0,2.0
4.0,3.0
213.0,3.0
443.0,3.0
633.0,3.0
676.0,3.0
727.0,3.0
582.0,4.0
899.0,4.0
181.0,5.0
688.0,5.0
722.0,5.0
896.0,5.0
906.0,5.0
953.0,5.0
220.0,6.0
336.0,6.0
455.0,6.0
691.0,6.0
736.0,6.0
856.0,6.0
880.0,6.0
553.0,7.0
865.0,8.0
71.0,9.0
455.0,9.0
531.0,9.0
539.0,9.0
872.0,9.0
110.0,10.0
197.0,10.0
214.0,10.0
486.0,10.0
761.0,10.0
348.0,11.0
422.0,11.0
643.0,11.0
739.0,11.0
551.0,12.0
760.0,12.0
239.0,13.0
735.0,13.0
754.0,13.0
898.0,13.0
948.0,13.0
352.0,14.0
904.0,14.0
467.0,15.0
173.0,16.0
616.0,16.0
61.0,17.0
191.0,17.0
231.0,17.0
421.0,17.0
908.0,17.0
37.0,18.0
349.0,18.0
369.0,18.0
390.0,18.0
191.0,19.0
84.0,20.0
206.0,20.0
305.0,21.0
101.0,22.0
175.0,22.0
237.0,22.0
506.0,22.0
530.0,22.0
865.0,23.0
390.0,24.0
605.0,24.0
656.0,24.0
300.0,25.0
762.0,25.0
779.0,25.0
170.0,26.0
265.0,26.0
503.0,26.0
961.0,26.0
408.0,27.0
620.0,27.0
28.0,3.0
147.0,28.0
346.0,28.0
671.0,28.0
678.0,28.0
29.0,3.0
298.0,29.0
331.0,29.0
435.0,29.0
480.0,29.0
559.0,29.0
710.0,29.0
724.0,29.0
841.0,29.0
850.0,29.0
306.0,30.0
283.0,31.0
753.0,31.0
413.0,32.0
749.0,32.0
33.0,24.0
465.0,33.0
34.0,25.0
298.0,34.0
797.0,34.0
803.0,34.0
865.0,34.0
956.0,34.0
246.0,35.0
276.0,35.0
861.0,36.0
67.0,37.0
455.0,37.0
532.0,37.0
707.0,37.0
928.0,37.0
69.0,38.0
309.0,38.0
836.0,38.0
897.0,38.0
938.0,39.0
166.0,40.0
332.0,40.0
575.0,40.0
682.0,40.0
67.0,41.0
169.0,41.0
236.0,41.0
429.0,41.0
944.0,41.0
45.0,42.0
193.0,42.0
254.0,42.0
285.0,42.0
660.0,42.0
780.0,43.0
410.0,44.0
603.0,44.0
882.0,44.0
525.0,45.0
723.0,45.0
618.0,46.0
926.0,47.0
203.0,48.0
889.0,48.0
965.0,48.0
535.0,49.0
50.0,29.0
517.0,50.0
856.0,50.0
179.0,51.0
496.0,51.0
416.0,52.0
650.0,52.0
550.0,53.0
602.0,53.0
207.0,54.0
390.0,54.0
434.0,54.0
511.0,54.0
599.0,54.0
636.0,54.0
795.0,54.0
278.0,55.0
442.0,55.0
897.0,55.0
103.0,56.0
174.0,56.0
219.0,56.0
670.0,56.0
671.0,56.0
863.0,56.0
889.0,56.0
916.0,57.0
935.0,57.0
58.0,13.0
143.0,58.0
253.0,59.0
641.0,59.0
817.0,59.0
353.0,60.0
613.0,60.0
216.0,61.0
540.0,61.0
679.0,61.0
707.0,61.0
617.0,62.0
947.0,62.0
786.0,63.0
865.0,64.0
65.0,55.0
663.0,65.0
66.0,42.0
126.0,66.0
216.0,66.0
417.0,66.0
544.0,67.0
559.0,67.0
863.0,67.0
872.0,67.0
883.0,67.0
948.0,67.0
143.0,68.0
513.0,68.0
728.0,68.0
258.0,69.0
567.0,69.0
892.0,69.0
903.0,69.0
211.0,70.0
379.0,70.0
535.0,70.0
194.0,71.0
196.0,71.0
510.0,71.0
614.0,71.0
865.0,72.0
516.0,73.0
659.0,73.0
245.0,74.0
918.0,74.0
212.0,75.0
76.0,34.0
365.0,76.0
465.0,76.0
730.0,76.0
749.0,77.0
878.0,77.0
700.0,78.0
160.0,79.0
296.0,79.0
170.0,80.0
602.0,80.0
628.0,80.0
681.0,80.0
205.0,81.0
535.0,81.0
791.0,82.0
189.0,83.0
332.0,83.0
534.0,83.0
595.0,84.0
940.0,84.0
85.0,71.0
206.0,85.0
96.0,86.0
157.0,86.0
193.0,86.0
253.0,86.0
328.0,86.0
107.0,87.0
114.0,88.0
951.0,88.0
246.0,89.0
279.0,89.0
487.0,89.0
508.0,89.0
630.0,89.0
687.0,89.0
785.0,89.0
144.0,90.0
238.0,90.0
282.0,90.0
394.0,90.0
442.0,90.0
616.0,90.0
618.0,90.0
680.0,90.0
877.0,90.0
210.0,91.0
325.0,91.0
969.0,91.0
92.0,52.0
408.0,92.0
104.0,93.0
109.0,94.0
460.0,94.0
561.0,94.0
780.0,94.0
864.0,94.0
258.0,95.0
571.0,95.0
647.0,95.0
966.0,95.0
353.0,96.0
617.0,96.0
641.0,96.0
912.0,96.0
328.0,97.0
392.0,97.0
98.0,84.0
99.0,98.0
103.0,98.0
146.0,98.0
321.0,98.0
510.0,98.0
602.0,98.0
99.0,46.0
320.0,99.0
344.0,99.0
478.0,99.0
651.0,99.0
734.0,99.0
817.0,99.0
290.0,100.0
562.0,101.0
595.0,101.0
677.0,101.0
739.0,101.0
933.0,101.0
565.0,102.0
650.0,102.0
693.0,102.0
704.0,102.0
216.0,103.0
411.0,103.0
565.0,103.0
239.0,104.0
413.0,104.0
690.0,104.0
114.0,105.0
409.0,105.0
518.0,105.0
741.0,105.0
106.0,34.0
106.0,89.0
220.0,106.0
314.0,106.0
449.0,106.0
214.0,107.0
897.0,108.0
164.0,109.0
443.0,109.0
110.0,18.0
213.0,110.0
345.0,110.0
111.0,18.0
111.0,45.0
362.0,111.0
511.0,111.0
519.0,111.0
614.0,111.0
942.0,111.0
263.0,112.0
364.0,112.0
644.0,112.0
725.0,113.0
249.0,114.0
703.0,114.0
865.0,115.0
116.0,44.0
206.0,116.0
213.0,116.0
274.0,116.0
409.0,116.0
509.0,116.0
862.0,116.0
