i,j
34.0,0.0
228.0,0.0
518.0,0.0
618.0,0.0
754.0,0.0
930.0,0.0
1041.0,0.0
1473.0,0.0
1494.0,0.0
121.0,1.0
190.0,1.0
721.0,1.0
922.0,1.0
1066.0,1.0
48.0,2.0
348.0,2.0
375.0,2.0
504.0,2.0
1191.0,2.0
93.0,3.0
356.0,3.0
846.0,3.0
900.0,3.0
948.0,3.0
190.0,4.0
269.0,4.0
475.0,4.0
1083.0,4.0
1122.0,4.0
1337.0,4.0
1445.0,4.0
60.0,5.0
584.0,5.0
883.0,5.0
1087.0,5.0
1406.0,5.0
188.0,6.0
690.0,6.0
880.0,6.0
244.0,7.0
807.0,7.0
890.0,7.0
679.0,8.0
936.0,8.0
1482.0,8.0
1487.0,8.0
1488.0,8.0
575.0,9.0
1391.0,9.0
57.0,10.0
114.0,10.0
341.0,10.0
372.0,10.0
406.0,10.0
550.0,10.0
930.0,10.0
1120.0,10.0
1410.0,10.0
1458.0,10.0
234.0,11.0
742.0,11.0
946.0,11.0
953.0,11.0
1430.0,11.0
1123.0,12.0
1146.0,12.0
1238.0,12.0
1426.0,12.0
92.0,13.0
656.0,13.0
883.0,13.0
1053.0,13.0
121.0,14.0
338.0,14.0
1204.0,14.0
1223.0,14.0
1324.0,14.0
1434.0,14.0
671.0,15.0
674.0,15.0
712.0,15.0
1147.0,15.0
1384.0,15.0
656.0,16.0
1219.0,16.0
23.0,17.0
250.0,17.0
1031.0,17.0
356.0,18.0
426.0,18.0
520.0,18.0
559.0,18.0
1497.0,18.0
213.0,19.0
391.0,19.0
880.0,19.0
1260.0,19.0
1312.0,19.0
1334.0,19.0
248.0,20.0
370.0,20.0
699.0,20.0
861.0,20.0
1273.0,20.0
1446.0,20.0
556.0,21.0
952.0,21.0
1134.0,21.0
1480.0,21.0
50.0,22.0
83.0,22.0
310.0,22.0
323.0,22.0
388.0,22.0
553.0,22.0
614.0,22.0
1352.0,22.0
1489.0,22.0
31.0,23.0
299.0,23.0
308.0,23.0
491.0,23.0
566.0,23.0
1073.0,23.0
1410.0,23.0
1231.0,24.0
1289.0,24.0
190.0,25.0
430.0,25.0
657.0,25.0
922.0,25.0
996.0,25.0
1221.0,25.0
475.0,26.0
585.0,26.0
735.0,26.0
905.0,26.0
1036.0,26.0
1084.0,26.0
1181.0,26.0
84.0,27.0
421.0,27.0
1040.0,27.0
1055.0,27.0
1101.0,27.0
1277.0,27.0
1396.0,27.0
1477.0,27.0
292.0,28.0
457.0,28.0
537.0,28.0
631.0,28.0
892.0,28.0
1020.0,28.0
1433.0,28.0
157.0,29.0
489.0,29.0
1035.0,29.0
1074.0,29.0
1145.0,29.0
683.0,30.0
1065.0,30.0
1204.0,30.0
1235.0,30.0
102.0,31.0
158.0,31.0
549.0,31.0
567.0,31.0
1134.0,31.0
1219.0,31.0
1364.0,31.0
231.0,32.0
903.0,32.0
1215.0,32.0
1342.0,32.0
44.0,33.0
114.0,33.0
146.0,33.0
162.0,33.0
764.0,33.0
1197.0,33.0
171.0,34.0
549.0,34.0
560.0,34.0
633.0,34.0
835.0,34.0
1050.0,34.0
1465.0,34.0
232.0,35.0
1467.0,35.0
64.0,36.0
203.0,36.0
822.0,36.0
287.0,37.0
693.0,37.0
698.0,37.0
964.0,37.0
981.0,37.0
1309.0,37.0
1406.0,37.0
1459.0,37.0
205.0,38.0
618.0,38.0
1411.0,38.0
396.0,39.0
397.0,39.0
440.0,39.0
50.0,40.0
342.0,40.0
789.0,40.0
872.0,40.0
985.0,40.0
1073.0,40.0
1086.0,40.0
1380.0,40.0
436.0,41.0
1043.0,41.0
42.0,38.0
103.0,42.0
648.0,42.0
769.0,42.0
788.0,42.0
808.0,42.0
926.0,42.0
1004.0,42.0
1380.0,42.0
155.0,43.0
445.0,43.0
588.0,43.0
693.0,43.0
922.0,43.0
987.0,43.0
1293.0,43.0
123.0,44.0
252.0,44.0
316.0,44.0
623.0,44.0
45.0,16.0
521.0,45.0
1216.0,45.0
1221.0,45.0
1287.0,45.0
174.0,46.0
283.0,46.0
939.0,46.0
999.0,46.0
1021.0,46.0
124.0,47.0
310.0,47.0
405.0,47.0
631.0,47.0
534.0,48.0
1153.0,48.0
49.0,39.0
217.0,49.0
278.0,49.0
336.0,49.0
529.0,49.0
817.0,49.0
50.0,16.0
760.0,50.0
1085.0,50.0
1185.0,50.0
52.0,51.0
90.0,51.0
452.0,51.0
822.0,51.0
878.0,51.0
1146.0,51.0
52.0,9.0
355.0,52.0
674.0,52.0
774.0,52.0
815.0,52.0
1090.0,52.0
1165.0,52.0
1447.0,52.0
303.0,53.0
328.0,53.0
422.0,53.0
631.0,53.0
679.0,53.0
768.0,53.0
72.0,54.0
644.0,54.0
782.0,54.0
837.0,54.0
850.0,54.0
1011.0,54.0
1089.0,54.0
1375.0,54.0
55.0,16.0
632.0,55.0
943.0,55.0
1126.0,55.0
547.0,56.0
610.0,56.0
641.0,56.0
648.0,56.0
1405.0,56.0
72.0,57.0
1167.0,57.0
1320.0,57.0
853.0,58.0
1009.0,58.0
1321.0,58.0
1381.0,58.0
1010.0,59.0
1462.0,59.0
513.0,60.0
532.0,60.0
719.0,60.0
729.0,60.0
1455.0,60.0
165.0,61.0
624.0,61.0
696.0,61.0
1144.0,61.0
1276.0,61.0
1410.0,61.0
743.0,62.0
1032.0,62.0
63.0,9.0
63.0,28.0
144.0,63.0
319.0,63.0
439.0,63.0
582.0,63.0
738.0,63.0
927.0,63.0
1099.0,63.0
795.0,64.0
1101.0,64.0
1177.0,64.0
921.0,65.0
1047.0,65.0
1361.0,65.0
1364.0,65.0
1372.0,65.0
1437.0,65.0
174.0,66.0
340.0,66.0
862.0,66.0
1165.0,66.0
1403.0,66.0
1469.0,66.0
612.0,67.0
630.0,67.0
1022.0,67.0
1122.0,67.0
68.0,6.0
155.0,68.0
169.0,68.0
262.0,68.0
289.0,68.0
725.0,68.0
1207.0,68.0
981.0,69.0
1144.0,69.0
1407.0,69.0
1458.0,69.0
177.0,70.0
417.0,70.0
453.0,70.0
996.0,70.0
1080.0,70.0
1123.0,70.0
344.0,71.0
1136.0,71.0
307.0,72.0
469.0,72.0
537.0,72.0
801.0,72.0
1148.0,72.0
1437.0,72.0
119.0,73.0
563.0,73.0
903.0,73.0
1198.0,73.0
1205.0,73.0
1236.0,73.0
93.0,74.0
592.0,74.0
650.0,74.0
1258.0,74.0
327.0,75.0
792.0,75.0
947.0,75.0
1133.0,75.0
1201.0,75.0
1237.0,75.0
104.0,76.0
255.0,76.0
273.0,76.0
733.0,76.0
761.0,76.0
914.0,76.0
1145.0,76.0
1403.0,76.0
826.0,77.0
1112.0,77.0
193.0,78.0
336.0,78.0
546.0,78.0
961.0,78.0
1449.0,78.0
211.0,79.0
558.0,79.0
657.0,79.0
790.0,79.0
830.0,79.0
1149.0,79.0
1476.0,79.0
548.0,80.0
918.0,80.0
1117.0,80.0
81.0,42.0
129.0,81.0
279.0,81.0
325.0,81.0
659.0,81.0
904.0,81.0
1233.0,81.0
1264.0,81.0
1418.0,81.0
123.0,82.0
220.0,82.0
472.0,82.0
907.0,82.0
1320.0,82.0
300.0,83.0
701.0,83.0
777.0,83.0
1015.0,83.0
1348.0,83.0
1403.0,83.0
892.0,84.0
1387.0,84.0
126.0,85.0
462.0,85.0
1131.0,85.0
1178.0,85.0
500.0,86.0
