i,j
142.0,0.0
944.0,0.0
1009.0,0.0
1220.0,0.0
68.0,1.0
416.0,1.0
752.0,1.0
933.0,1.0
988.0,1.0
1152.0,1.0
422.0,2.0
587.0,2.0
1026.0,2.0
1306.0,2.0
125.0,3.0
171.0,3.0
323.0,3.0
336.0,3.0
349.0,3.0
351.0,3.0
1099.0,3.0
1102.0,3.0
27.0,4.0
29.0,4.0
486.0,4.0
653.0,4.0
870.0,4.0
913.0,4.0
990.0,4.0
1318.0,4.0
1484.0,4.0
242.0,5.0
620.0,5.0
759.0,5.0
852.0,5.0
1100.0,5.0
1228.0,5.0
270.0,6.0
489.0,6.0
610.0,6.0
830.0,6.0
880.0,6.0
961.0,6.0
984.0,6.0
1346.0,6.0
137.0,7.0
231.0,7.0
460.0,7.0
748.0,7.0
1311.0,7.0
1432.0,7.0
356.0,8.0
683.0,8.0
1021.0,8.0
1057.0,8.0
1236.0,8.0
1324.0,8.0
1497.0,8.0
453.0,9.0
1071.0,9.0
1197.0,9.0
694.0,10.0
721.0,10.0
742.0,10.0
754.0,10.0
835.0,10.0
999.0,10.0
1101.0,10.0
1222.0,10.0
433.0,11.0
572.0,11.0
12.0,5.0
115.0,12.0
329.0,12.0
889.0,12.0
1275.0,12.0
13.0,10.0
47.0,13.0
707.0,13.0
1088.0,13.0
1102.0,13.0
37.0,14.0
481.0,14.0
713.0,14.0
770.0,14.0
230.0,15.0
247.0,15.0
591.0,15.0
1174.0,15.0
1353.0,15.0
1363.0,15.0
16.0,0.0
115.0,16.0
405.0,16.0
407.0,16.0
525.0,16.0
927.0,16.0
1312.0,16.0
1100.0,17.0
1202.0,17.0
96.0,18.0
303.0,18.0
411.0,18.0
619.0,18.0
906.0,18.0
83.0,19.0
359.0,19.0
797.0,19.0
940.0,19.0
1318.0,19.0
1445.0,19.0
20.0,19.0
182.0,20.0
582.0,20.0
729.0,20.0
820.0,20.0
1338.0,20.0
1477.0,20.0
649.0,21.0
1486.0,21.0
136.0,22.0
241.0,22.0
426.0,22.0
1217.0,22.0
251.0,23.0
404.0,23.0
649.0,23.0
918.0,23.0
949.0,23.0
990.0,23.0
1003.0,23.0
1235.0,23.0
1389.0,23.0
254.0,24.0
325.0,24.0
457.0,24.0
563.0,24.0
