i,j
69.0,0.0
1.0,0.0
160.0,2.0
895.0,2.0
37.0,3.0
63.0,3.0
80.0,3.0
142.0,3.0
6.0,4.0
73.0,4.0
94.0,4.0
176.0,4.0
213.0,4.0
829.0,4.0
39.0,5.0
131.0,5.0
179.0,5.0
645.0,5.0
931.0,6.0
936.0,6.0
100.0,7.0
180.0,7.0
187.0,7.0
42.0,8.0
289.0,8.0
474.0,8.0
519.0,8.0
545.0,8.0
57.0,9.0
165.0,9.0
589.0,9.0
635.0,9.0
740.0,9.0
449.0,10.0
565.0,10.0
53.0,11.0
111.0,11.0
123.0,11.0
144.0,11.0
175.0,11.0
242.0,11.0
480.0,11.0
487.0,11.0
923.0,11.0
154.0,12.0
458.0,12.0
79.0,13.0
168.0,13.0
690.0,13.0
53.0,14.0
458.0,14.0
759.0,14.0
15.0,2.0
72.0,15.0
101.0,15.0
498.0,15.0
540.0,15.0
797.0,15.0
59.0,16.0
125.0,16.0
139.0,16.0
246.0,16.0
273.0,16.0
168.0,17.0
174.0,17.0
491.0,17.0
367.0,18.0
613.0,18.0
829.0,18.0
175.0,19.0
182.0,19.0
305.0,19.0
368.0,19.0
380.0,19.0
937.0,19.0
85.0,20.0
138.0,20.0
344.0,20.0
464.0,20.0
701.0,20.0
21.0,18.0
79.0,21.0
122.0,21.0
237.0,21.0
427.0,21.0
63.0,22.0
175.0,22.0
792.0,22.0
603.0,23.0
995.0,23.0
98.0,24.0
1007.0,24.0
1015.0,24.0
54.0,25.0
284.0,25.0
590.0,25.0
186.0,26.0
301.0,26.0
39.0,27.0
182.0,28.0
584.0,28.0
29.0,18.0
907.0,29.0
938.0,29.0
48.0,30.0
67.0,30.0
537.0,30.0
782.0,30.0
31.0,16.0
164.0,32.0
288.0,32.0
917.0,32.0
207.0,33.0
914.0,33.0
34.0,12.0
102.0,34.0
123.0,34.0
538.0,34.0
868.0,34.0
35.0,19.0
371.0,35.0
36.0,9.0
120.0,36.0
266.0,36.0
37.0,18.0
37.0,19.0
192.0,37.0
659.0,37.0
189.0,38.0
408.0,38.0
472.0,38.0
599.0,38.0
785.0,38.0
946.0,38.0
970.0,38.0
144.0,39.0
190.0,39.0
196.0,39.0
216.0,39.0
154.0,40.0
163.0,40.0
273.0,40.0
601.0,40.0
49.0,41.0
172.0,41.0
267.0,41.0
290.0,41.0
892.0,42.0
43.0,1.0
43.0,42.0
368.0,43.0
476.0,43.0
502.0,43.0
966.0,43.0
44.0,14.0
125.0,44.0
99.0,45.0
113.0,45.0
135.0,45.0
256.0,45.0
580.0,45.0
742.0,45.0
86.0,46.0
523.0,46.0
609.0,47.0
127.0,48.0
197.0,48.0
237.0,48.0
749.0,48.0
1016.0,48.0
141.0,49.0
232.0,49.0
695.0,49.0
390.0,50.0
76.0,51.0
690.0,51.0
830.0,51.0
834.0,51.0
136.0,52.0
188.0,52.0
863.0,52.0
158.0,53.0
111.0,54.0
55.0,41.0
179.0,55.0
702.0,55.0
943.0,55.0
202.0,56.0
203.0,56.0
758.0,56.0
905.0,56.0
707.0,57.0
744.0,57.0
867.0,57.0
591.0,58.0
82.0,59.0
441.0,59.0
1008.0,59.0
60.0,0.0
61.0,38.0
132.0,61.0
169.0,61.0
222.0,61.0
231.0,61.0
390.0,61.0
655.0,61.0
212.0,62.0
500.0,62.0
547.0,62.0
633.0,62.0
987.0,62.0
770.0,63.0
64.0,27.0
428.0,64.0
65.0,61.0
150.0,65.0
314.0,65.0
1030.0,65.0
109.0,66.0
115.0,66.0
184.0,66.0
400.0,66.0
564.0,66.0
841.0,66.0
93.0,67.0
99.0,67.0
397.0,68.0
908.0,68.0
121.0,69.0
338.0,70.0
731.0,70.0
71.0,69.0
386.0,71.0
89.0,72.0
109.0,72.0
147.0,72.0
179.0,72.0
236.0,73.0
691.0,73.0
74.0,50.0
78.0,74.0
715.0,74.0
75.0,7.0
75.0,22.0
191.0,75.0
338.0,75.0
76.0,62.0
87.0,77.0
164.0,77.0
439.0,77.0
712.0,77.0
78.0,0.0
715.0,79.0
117.0,80.0
543.0,80.0
847.0,80.0
81.0,11.0
81.0,79.0
114.0,81.0
199.0,81.0
82.0,0.0
82.0,47.0
166.0,82.0
648.0,82.0
117.0,83.0
323.0,83.0
1030.0,83.0
84.0,30.0
168.0,84.0
537.0,85.0
86.0,22.0
113.0,86.0
990.0,86.0
87.0,11.0
796.0,87.0
88.0,0.0
89.0,29.0
