i,j
226.0,0.0
390.0,0.0
488.0,0.0
542.0,0.0
638.0,0.0
127.0,1.0
144.0,2.0
178.0,2.0
807.0,2.0
947.0,2.0
189.0,3.0
638.0,3.0
883.0,3.0
924.0,3.0
195.0,4.0
548.0,4.0
214.0,5.0
416.0,5.0
870.0,5.0
94.0,6.0
179.0,7.0
297.0,7.0
629.0,7.0
73.0,8.0
383.0,8.0
748.0,8.0
780.0,8.0
850.0,8.0
106.0,9.0
1014.0,9.0
157.0,10.0
190.0,10.0
40.0,11.0
104.0,11.0
190.0,12.0
369.0,12.0
494.0,12.0
25.0,13.0
32.0,13.0
125.0,13.0
211.0,13.0
104.0,14.0
191.0,14.0
601.0,14.0
970.0,14.0
176.0,15.0
418.0,15.0
526.0,15.0
116.0,16.0
161.0,16.0
198.0,16.0
816.0,16.0
886.0,16.0
23.0,17.0
76.0,17.0
117.0,17.0
379.0,17.0
859.0,17.0
18.0,0.0
110.0,19.0
44.0,20.0
136.0,20.0
144.0,20.0
720.0,20.0
818.0,20.0
72.0,21.0
518.0,22.0
100.0,23.0
300.0,23.0
919.0,23.0
90.0,24.0
229.0,24.0
1030.0,24.0
188.0,25.0
26.0,0.0
540.0,27.0
28.0,13.0
437.0,28.0
845.0,28.0
625.0,29.0
691.0,30.0
69.0,31.0
179.0,31.0
721.0,31.0
793.0,31.0
99.0,32.0
618.0,32.0
77.0,33.0
52.0,34.0
58.0,34.0
67.0,35.0
232.0,35.0
36.0,30.0
147.0,36.0
310.0,36.0
517.0,36.0
97.0,37.0
38.0,0.0
39.0,14.0
183.0,39.0
259.0,39.0
479.0,39.0
150.0,40.0
789.0,40.0
110.0,41.0
125.0,41.0
286.0,41.0
440.0,41.0
567.0,41.0
42.0,26.0
42.0,31.0
141.0,42.0
972.0,42.0
77.0,43.0
961.0,43.0
106.0,44.0
115.0,44.0
153.0,44.0
355.0,44.0
560.0,44.0
45.0,21.0
45.0,40.0
101.0,45.0
141.0,45.0
463.0,45.0
129.0,46.0
47.0,0.0
48.0,35.0
169.0,48.0
655.0,48.0
943.0,48.0
49.0,43.0
98.0,49.0
114.0,49.0
194.0,49.0
480.0,49.0
654.0,49.0
50.0,42.0
810.0,50.0
882.0,50.0
639.0,51.0
1024.0,51.0
81.0,52.0
121.0,52.0
248.0,52.0
342.0,52.0
807.0,52.0
55.0,53.0
533.0,53.0
953.0,53.0
1005.0,53.0
1007.0,54.0
55.0,2.0
279.0,55.0
305.0,55.0
596.0,55.0
629.0,55.0
56.0,31.0
204.0,56.0
905.0,56.0
944.0,56.0
58.0,57.0
107.0,57.0
197.0,57.0
402.0,57.0
439.0,57.0
794.0,57.0
985.0,57.0
58.0,27.0
278.0,58.0
104.0,59.0
189.0,59.0
602.0,59.0
104.0,60.0
182.0,60.0
560.0,60.0
344.0,61.0
485.0,61.0
896.0,61.0
448.0,62.0
976.0,62.0
89.0,63.0
130.0,63.0
985.0,63.0
83.0,64.0
156.0,64.0
104.0,65.0
175.0,65.0
405.0,65.0
480.0,65.0
686.0,65.0
78.0,66.0
153.0,66.0
525.0,66.0
668.0,66.0
890.0,66.0
952.0,66.0
67.0,59.0
71.0,67.0
403.0,67.0
916.0,67.0
133.0,68.0
203.0,68.0
660.0,68.0
984.0,68.0
69.0,0.0
119.0,70.0
284.0,70.0
885.0,70.0
71.0,0.0
578.0,72.0
710.0,72.0
901.0,72.0
73.0,2.0
73.0,20.0
150.0,73.0
350.0,73.0
504.0,73.0
701.0,73.0
127.0,74.0
178.0,74.0
341.0,74.0
127.0,75.0
558.0,75.0
913.0,75.0
76.0,3.0
442.0,76.0
443.0,76.0
839.0,76.0
510.0,77.0
724.0,77.0
783.0,77.0
145.0,78.0
205.0,78.0
937.0,78.0
79.0,0.0
180.0,80.0
191.0,80.0
316.0,80.0
204.0,81.0
239.0,81.0
845.0,81.0
82.0,70.0
110.0,82.0
148.0,82.0
264.0,82.0
820.0,82.0
852.0,82.0
1017.0,83.0
84.0,40.0
84.0,49.0
681.0,84.0
882.0,84.0
650.0,85.0
86.0,85.0
141.0,86.0
344.0,86.0
415.0,86.0
87.0,0.0
87.0,50.0
129.0,87.0
429.0,87.0
88.0,53.0
89.0,70.0
122.0,89.0
240.0,89.0
273.0,89.0
90.0,0.0
340.0,91.0
92.0,50.0
104.0,92.0
874.0,92.0
148.0,93.0
169.0,93.0
836.0,93.0
94.0,51.0
177.0,94.0
576.0,94.0
631.0,94.0
804.0,94.0
863.0,94.0
118.0,95.0
643.0,95.0
749.0,95.0
377.0,96.0
572.0,96.0
127.0,97.0
181.0,97.0
606.0,97.0
735.0,97.0
1023.0,97.0
200.0,98.0
281.0,98.0
974.0,98.0
99.0,16.0
177.0,99.0
739.0,99.0
890.0,99.0
100.0,8.0
100.0,9.0
662.0,100.0
1005.0,100.0
181.0,101.0
215.0,101.0
396.0,101.0
102.0,88.0
374.0,102.0
765.0,102.0
103.0,5.0
176.0,103.0
205.0,103.0
