i,j
97.0,0.0
150.0,0.0
924.0,0.0
467.0,1.0
188.0,2.0
698.0,2.0
1018.0,2.0
191.0,3.0
809.0,3.0
930.0,3.0
157.0,4.0
1025.0,4.0
76.0,5.0
127.0,5.0
128.0,5.0
195.0,5.0
297.0,5.0
104.0,6.0
296.0,6.0
384.0,6.0
138.0,7.0
478.0,8.0
68.0,9.0
96.0,9.0
308.0,9.0
401.0,9.0
10.0,2.0
16.0,10.0
131.0,10.0
583.0,10.0
994.0,10.0
73.0,11.0
92.0,11.0
272.0,11.0
390.0,11.0
450.0,11.0
848.0,11.0
892.0,11.0
65.0,12.0
136.0,12.0
383.0,12.0
481.0,12.0
941.0,12.0
99.0,13.0
197.0,13.0
285.0,13.0
692.0,13.0
179.0,14.0
623.0,14.0
362.0,15.0
766.0,15.0
917.0,15.0
161.0,16.0
166.0,16.0
737.0,16.0
781.0,16.0
90.0,17.0
118.0,17.0
194.0,17.0
347.0,17.0
371.0,17.0
584.0,17.0
18.0,0.0
42.0,19.0
126.0,20.0
336.0,20.0
972.0,20.0
58.0,21.0
59.0,21.0
167.0,21.0
186.0,21.0
510.0,21.0
528.0,22.0
544.0,22.0
1028.0,22.0
139.0,23.0
315.0,23.0
517.0,23.0
897.0,23.0
91.0,24.0
145.0,24.0
946.0,24.0
153.0,25.0
455.0,25.0
950.0,25.0
374.0,26.0
111.0,27.0
603.0,27.0
628.0,27.0
28.0,18.0
128.0,28.0
177.0,28.0
462.0,28.0
767.0,28.0
119.0,29.0
402.0,30.0
44.0,31.0
118.0,31.0
206.0,31.0
313.0,31.0
438.0,31.0
658.0,32.0
811.0,32.0
135.0,33.0
413.0,33.0
419.0,33.0
34.0,18.0
166.0,34.0
275.0,34.0
530.0,34.0
37.0,35.0
121.0,35.0
185.0,35.0
310.0,35.0
561.0,35.0
845.0,35.0
749.0,36.0
958.0,36.0
171.0,37.0
462.0,37.0
776.0,37.0
904.0,37.0
1005.0,37.0
38.0,24.0
520.0,38.0
541.0,38.0
87.0,39.0
140.0,39.0
40.0,37.0
41.0,12.0
51.0,41.0
168.0,41.0
174.0,41.0
446.0,42.0
845.0,42.0
935.0,42.0
971.0,42.0
