i,j
0,529
0,1298
0,173
0,809
0,1014
0,212
1,733
1,935
1,603
1,664
1,299
1,588
1,1028
1,621
2,1333
2,375
2,738
2,396
2,818
2,451
2,524
2,1021
2,855
2,63
3,442
3,392
3,1174
3,200
3,911
3,26
3,122
3,339
3,761
4,7
4,271
4,319
4,947
4,1105
4,825
4,152
4,1196
4,1301
4,685
4,193
4,362
4,1197
4,263
4,460
4,1118
4,1329
5,77
5,362
5,188
5,969
5,537
5,634
5,167
5,1263
6,107
6,1281
6,351
6,1165
6,540
6,555
6,1375
6,108
6,1018
6,1259
7,393
7,400
7,1250
7,719
7,1001
7,159
7,421
7,923
7,1166
7,350
7,521
7,858
7,727
7,190
8,574
8,680
8,1278
8,1156
8,74
8,444
9,413
9,201
9,409
9,1216
10,904
10,1366
10,673
10,218
10,735
10,685
10,845
10,24
10,41
10,1054
10,45
10,531
10,794
10,1385
10,251
11,653
11,1027
11,915
11,62
11,72
11,861
11,518
11,651
11,13
12,521
12,349
12,316
12,376
12,919
12,847
12,1360
12,1160
12,337
13,757
13,911
13,1113
13,1252
13,346
13,1030
13,486
13,324
13,1047
13,304
14,622
14,648
14,685
14,769
14,220
14,811
14,124
14,472
14,413
14,138
14,418
14,521
14,15
14,998
14,349
15,345
15,36
15,254
15,743
15,819
16,226
16,1054
16,727
16,180
16,1159
16,1356
16,222
16,559
16,1190
16,1390
16,518
16,115
16,786
16,198
16,556
17,892
17,1379
17,98
17,999
17,236
17,886
17,1160
17,731
17,720
17,1088
17,1068
17,535
18,1108
18,388
18,475
19,957
19,1250
19,1262
19,930
19,1119
20,1021
20,210
20,1308
20,551
20,332
20,402
20,846
20,445
20,536
20,580
20,288
21,1140
21,1303
21,274
21,976
21,25
21,35
21,977
21,712
21,951
21,892
21,546
21,1008
21,759
22,712
22,562
22,630
22,306
22,493
22,358
22,601
22,1018
22,481
23,176
23,273
23,260
23,122
23,398
23,368
23,640
23,1359
23,216
23,1061
23,252
23,536
23,350
23,1354
23,1021
23,473
23,523
24,943
24,1004
24,141
24,562
24,953
24,718
24,231
24,842
24,337
24,719
24,721
24,689
24,923
25,1267
25,561
25,707
25,1004
25,82
25,101
25,640
26,254
26,51
26,184
26,682
27,47
27,300
27,44
27,819
27,1231
27,912
27,466
27,873
27,408
27,1188
27,612
27,1049
27,755
27,1313
27,723
27,1346
28,348
28,781
28,906
28,1303
28,1164
28,872
28,1390
28,685
28,657
29,480
29,1023
29,834
29,1057
29,1358
29,670
29,932
29,981
29,350
29,250
29,444
29,305
29,1389
29,1343
29,1296
29,259
30,969
30,696
30,362
30,218
30,198
30,471
30,1161
30,1157
30,707
30,459
30,711
30,710
30,872
31,259
32,603
32,1384
32,331
32,1127
32,1353
32,964
32,1364
32,34
32,513
32,541
32,744
32,1227
32,173
32,1378
32,387
32,517
33,909
33,1361
33,1212
33,982
33,604
33,1260
34,575
34,1259
34,1151
35,93
35,832
35,677
35,213
35,1319
35,965
35,1210
35,1331
36,807
36,476
36,905
36,478
36,763
36,211
36,489
36,72
36,1033
36,1107
36,178
36,1178
36,245
36,971
36,368
36,791
36,62
37,452
37,350
37,1373
37,1009
37,1337
37,1115
37,1359
37,295
37,1066
37,56
37,803
37,772
37,1119
37,192
37,318
38,707
38,844
38,1236
38,946
38,637
38,219
38,1208
38,276
38,523
38,649
39,137
39,484
39,556
39,1394
40,1226
40,853
40,775
40,877
40,837
40,1372
40,1379
40,1031
40,971
40,68
40,1160
40,262
40,471
40,817
41,1241
41,1095
41,255
41,415
41,729
41,380
41,193
41,755
41,1160
41,235
41,1354
41,786
42,910
42,270
42,970
42,897
42,690
42,1238
42,250
42,636
42,156
42,629
42,652
42,1222
42,459
42,574
43,53
43,1211
43,1282
43,1346
43,468
43,201
43,545
43,721
43,255
43,91
43,442
44,758
44,61
44,931
44,1257
44,659
44,866
44,773
44,233
44,540
44,520
44,120
44,1067
44,1238
44,338
45,903
45,355
45,1338
45,557
45,955
45,1184
45,62
45,1246
45,1105
46,538
46,1230
46,707
46,221
47,105
47,111
47,1345
47,616
47,1041
47,480
47,544
47,1222
47,1261
48,332
48,1234
48,1163
48,326
48,1369
48,314
48,292
48,1080
48,521
48,79
48,395
48,559
49,985
49,684
49,462
49,1261
49,956
49,437
49,590
50,266
50,367
50,960
50,413
50,312
50,67
50,253
50,863
50,1223
51,183
51,241
51,1006
51,708
51,1118
51,503
51,761
51,131
52,541
52,316
52,467
52,667
52,1353
53,116
53,746
53,529
53,644
53,829
53,143
53,873
53,457
53,751
54,1287
54,793
54,513
54,449
54,604
54,106
54,355
54,122
54,1006
54,319
54,379
54,1014
54,833
54,1312
55,232
55,544
55,1263
55,1182
55,535
55,1274
55,834
56,161
56,941
56,808
56,99
56,1150
56,1240
56,817
57,290
57,767
57,169
57,726
57,151
57,383
57,1036
57,1300
58,429
58,266
58,427
58,263
58,344
58,1306
58,159
58,931
58,379
58,511
58,781
58,321
58,815
59,523
59,875
59,625
59,766
59,202
59,716
59,746
59,204
60,608
60,628
60,107
60,1038
60,824
61,240
61,1143
61,1133
61,1113
61,271
61,1136
61,100
61,726
61,787
61,198
61,108
61,161
61,1001
61,598
62,528
62,555
62,116
62,122
62,932
62,591
62,85
62,440
62,198
62,666
62,1264
62,1121
63,1128
63,536
63,638
63,814
63,883
63,301
63,1093
63,1272
63,845
63,625
63,489
63,669
63,884
63,1275
64,1157
64,73
64,407
64,1262
64,139
64,488
64,1248
64,898
64,1359
64,70
65,570
65,152
65,193
65,670
65,92
65,920
65,435
65,1075
65,500
65,513
65,295
66,679
66,523
67,606
67,1359
67,781
67,471
67,221
67,1218
67,1392
67,1023
67,645
67,1346
68,81
68,881
68,112
68,720
68,178
68,326
69,92
69,116
69,803
69,213
69,325
69,407
69,123
69,351
69,1312
70,219
70,649
70,1153
70,949
70,379
70,802
70,452
71,758
71,807
71,1027
71,436
71,1229
71,974
71,527
71,442
71,334
71,1102
71,1104
71,551
71,536
72,202
72,98
72,172
72,111
72,1318
72,904
72,497
72,326
72,475
72,87
73,1065
73,282
73,482
73,86
73,415
73,533
74,352
74,1100
74,152
74,1002
74,1304
74,482
74,514
74,1140
74,516
74,757
74,272
74,83
74,385
74,277
74,742
74,1318
74,686
74,134
74,456
74,977
74,178
74,972
75,1120
75,1028
75,969
76,266
76,1259
76,1190
76,106
76,233
76,276
76,1100
76,116
76,1336
76,520
76,1004
76,1295
76,1101
76,314
76,198
76,634
77,227
77,254
77,934
77,422
77,260
77,313
77,518
78,1066
78,254
78,240
78,491
78,427
78,723
78,507
78,1327
78,165
78,1002
79,1044
79,250
79,292
79,1194
79,719
79,1200
80,959
80,158
80,1398
80,648
80,315
80,194
80,1367
80,1108
80,271
80,947
80,1333
80,363
80,357
80,377
81,1332
81,729
81,1117
81,926
81,521
81,1280
82,1199
82,990
82,456
82,1083
82,570
82,667
82,431
82,704
82,1075
82,877
82,1265
83,732
83,544
83,1141
83,755
83,1143
83,709
83,1027
83,774
83,1213
83,497
83,574
84,1160
84,1339
84,906
85,677
85,238
85,1206
85,346
85,1128
85,259
85,1237
86,483
87,904
87,1199
87,918
87,1340
87,300
87,985
87,531
88,156
88,563
88,909
88,1313
88,1080
88,686
88,152
88,595
89,289
89,1058
89,1017
90,950
90,1242
90,487
90,709
90,914
90,1360
90,499
90,454
90,952
90,168
90,225
91,1316
91,432
91,1230
91,1222
91,445
91,742
91,732
91,224
91,395
91,604
91,209
91,288
91,378
92,689
92,205
92,556
92,114
92,564
92,1007
92,178
92,1339
93,702
93,1182
93,518
93,924
93,379
93,1378
93,440
93,796
94,693
94,449
94,139
94,631
94,368
94,755
94,637
94,336
94,1294
94,891
95,901
95,1134
95,315
95,607
95,567
95,857
95,1308
95,311
95,1301
95,553
95,721
95,151
96,807
96,957
96,1254
96,1376
96,108
96,1184
97,1298
97,869
97,532
97,1324
97,753
97,1135
97,614
98,599
98,788
98,952
98,1257
98,904
98,252
99,1042
99,1329
99,317
99,1043
99,388
99,1153
99,793
99,502
99,140
99,562
100,436
100,1008
100,757
100,273
100,1373
100,627
100,1161
100,802
100,636
100,440
100,1230
101,546
101,499
101,641
101,1239
101,1096
101,952
101,1294
101,405
101,371
102,1100
102,1058
102,1377
102,111
102,210
102,790
102,971
102,173
102,1279
102,265
102,1368
102,1068
102,654
102,915
102,1029
102,1091
102,345
102,364
102,1398
103,314
103,1346
103,1158
103,1010
103,957
104,570
104,292
104,1017
104,165
104,1061
104,914
104,868
104,1038
104,135
104,1216
105,566
105,271
105,619
105,1372
105,141
105,1145
105,1071
105,1283
105,1184
105,1144
105,1138
105,873
106,468
106,617
106,253
106,1118
106,1291
106,681
106,693
106,803
106,1050
106,1303
106,301
106,593
106,567
106,671
107,1105
107,894
107,1295
107,289
107,213
107,1337
108,369
108,694
108,1187
108,838
108,746
108,1317
108,475
108,1052
108,742
108,897
109,1210
109,1383
109,833
109,874
109,965
109,797
109,333
110,223
110,135
110,725
110,1216
110,904
110,1311
110,594
110,1340
110,518
110,866
110,247
110,1118
110,1192
110,1238
110,821
110,1222
110,1401
111,1233
111,790
111,546
111,1368
111,1150
111,836
111,793
111,241
111,939
111,1101
111,301
111,1235
111,744
111,700
112,918
112,973
112,262
112,237
113,312
113,341
113,325
113,1100
113,598
113,779
113,937
113,1163
113,1222
114,465
114,1293
114,555
114,1130
114,272
114,1395
114,1337
114,978
115,793
115,990
115,354
115,551
115,938
115,180
115,1135
115,1070
115,1043
115,456
115,189
115,841
116,1323
116,367
116,746
116,689
116,669
116,169
116,1303
116,1030
116,453
116,1270
116,331
117,323
117,732
117,143
118,367
118,1132
118,726
118,885
118,866
118,637
118,699
118,311
118,357
118,439
118,710
118,313
118,549
119,688
119,283
119,204
119,501
119,257
119,747
119,912
119,651
119,310
119,985
119,1081
119,829
119,467
119,191
120,818
120,658
120,149
120,280
121,1174
121,864
121,1055
121,436
121,727
121,139
121,431
121,1257
121,528
122,707
122,1186
122,242
122,911
122,1021
122,1280
122,216
122,1263
122,866
122,779
122,414
122,1152
122,1218
122,1165
122,1345
122,383
122,200
122,684
122,757
122,188
122,770
123,552
123,699
123,1274
123,1085
123,656
123,1073
123,579
124,409
124,1313
124,986
124,481
124,245
124,180
124,884
124,675
124,531
124,350
124,630
125,649
125,1135
125,238
125,615
125,1343
125,542
125,503
125,843
125,636
125,513
125,871
125,453
125,1227
125,730
125,689
125,1161
126,568
126,1379
126,1056
126,1116
126,636
126,1014
127,1121
127,1027
127,847
128,1366
128,1056
128,545
128,141
128,360
128,879
128,489
128,1022
129,1244
129,228
129,747
129,1320
129,474
129,1047
129,139
129,1278
129,1169
130,232
130,385
130,750
130,225
130,559
130,865
130,1024
130,226
130,939
130,1263
130,1018
130,400
130,540
131,1130
131,1279
131,1117
131,1240
131,427
131,990
131,621
131,537
131,340
131,133
131,1351
131,295
131,965
132,1199
132,209
132,1187
132,1054
132,707
132,1297
132,611
132,1362
132,145
132,651
132,1168
132,584
132,1182
132,695
132,1109
132,1216
133,490
133,396
133,760
133,1373
134,964
134,1070
134,1267
134,791
134,465
134,1292
134,494
134,947
134,1258
134,507
134,1215
134,1342
134,523
135,249
135,264
135,1355
135,1074
135,1204
135,550
135,241
135,466
135,853
135,1216
135,1033
136,968
136,150
136,1199
136,1084
136,387
136,445
136,479
136,404
136,726
136,189
136,609
136,301
136,1399
137,332
137,175
137,1364
137,359
137,1220
137,248
137,873
138,533
138,911
138,330
138,1044
138,1178
138,1390
138,287
138,241
138,1085
138,583
139,330
139,244
139,743
139,1087
139,329
139,1099
139,305
139,922
139,368
140,611
140,603
140,237
140,178
140,1222
140,595
140,671
140,629
140,475
140,1381
140,306
140,461
141,177
141,629
141,1358
141,1244
141,227
141,1037
141,1252
142,1238
142,482
142,292
142,981
142,195
142,853
142,671
142,1216
142,1314
142,1250
142,748
142,707
142,544
143,1248
143,941
143,228
143,262
143,787
143,320
144,1378
144,976
144,692
144,590
144,1134
144,879
144,1200
144,762
144,1039
144,146
144,495
145,1225
145,1134
145,238
145,162
145,924
145,985
146,818
146,651
146,868
147,919
147,218
147,1132
147,1121
147,1328
147,507
148,866
148,1395
148,597
148,276
148,191
148,979
149,1138
149,417
149,677
149,1026
149,675
149,198
149,811
149,321
149,1350
149,1044
149,401
150,1178
150,1388
150,217
150,761
150,679
150,715
150,916
150,996
150,284
150,1393
150,894
150,617
151,374
151,215
151,667
152,799
152,1394
152,652
152,497
152,1017
152,300
152,686
152,965
152,432
152,353
152,1244
152,201
152,284
152,1232
153,212
153,1001
153,1111
153,774
153,1285
153,299
153,1163
153,671
153,1316
153,1313
153,1364
153,957
153,681
153,1170
153,1084
154,451
154,723
154,595
154,993
154,588
154,938
154,692
154,544
154,1372
154,907
154,1052
155,713
155,385
155,1355
155,1089
155,429
155,571
155,483
155,774
155,744
155,161
156,517
156,521
156,1361
156,1385
156,576
156,1161
157,1290
157,471
157,768
157,1312
157,731
157,183
157,1136
157,830
157,1343
157,229
158,249
158,191
158,263
158,396
158,861
158,1009
158,625
158,1373
158,224
158,1377
158,342
158,553
158,309
159,340
159,1015
159,730
159,684
159,213
159,367
160,435
160,320
160,1162
161,1156
161,1142
161,992
161,581
161,966
161,357
161,459
162,744
162,786
163,1007
163,518
163,1092
163,396
163,1087
163,387
163,727
163,1120
164,878
164,952
164,377
164,1246
164,1071
164,1144
164,920
164,832
164,691
164,1100
164,420
164,368
165,1397
165,939
165,785
165,809
165,547
165,1224
165,461
165,1379
165,870
165,1251
165,1034
165,230
166,1323
166,1178
167,1201
167,238
167,392
167,202
168,677
168,208
168,1364
168,472
168,454
168,693
168,542
168,669
168,858
168,1335
168,437
168,268
168,561
168,1160
168,289
168,379
168,770
168,960
168,293
168,1281
169,1127
169,1065
169,650
169,829
169,356
169,1040
169,735
169,809
169,401
170,236
170,360
170,1098
170,1297
170,451
170,442
171,200
171,1314
171,357
172,630
172,351
172,691
172,197
172,728
172,809
172,1398
172,615
172,1073
172,469
172,438
172,1359
172,602
172,458
172,425
172,178
172,609
173,327
173,462
173,353
173,1094
173,1133
173,1372
173,841
173,906
173,1385
173,403
173,1270
173,251
173,1086
173,1348
174,635
174,271
174,1282
174,719
174,178
175,870
175,191
175,882
175,455
175,418
175,453
175,211
175,1272
176,847
176,1082
176,1038
176,816
176,335
176,625
176,654
177,745
177,508
177,602
177,553
177,1014
177,346
178,841
178,1148
178,1006
178,951
178,242
178,299
178,1275
178,1136
178,292
178,1303
178,516
178,846
178,468
178,595
178,1193
178,451
178,1221
178,874
178,599
