i,j
25.0,0.0
29.0,0.0
254.0,0.0
607.0,0.0
649.0,0.0
836.0,0.0
984.0,0.0
7.0,1.0
62.0,1.0
131.0,1.0
205.0,1.0
316.0,1.0
571.0,1.0
610.0,1.0
634.0,1.0
656.0,1.0
715.0,1.0
728.0,1.0
735.0,1.0
973.0,1.0
83.0,2.0
189.0,2.0
261.0,2.0
282.0,2.0
334.0,2.0
424.0,2.0
609.0,2.0
699.0,2.0
706.0,2.0
723.0,2.0
768.0,2.0
909.0,2.0
94.0,3.0
131.0,3.0
161.0,3.0
165.0,3.0
276.0,3.0
309.0,3.0
319.0,3.0
387.0,3.0
479.0,3.0
560.0,3.0
747.0,3.0
755.0,3.0
775.0,3.0
918.0,3.0
22.0,4.0
106.0,4.0
214.0,4.0
251.0,4.0
389.0,4.0
438.0,4.0
478.0,4.0
514.0,4.0
586.0,4.0
587.0,4.0
636.0,4.0
741.0,4.0
792.0,4.0
809.0,4.0
115.0,5.0
129.0,5.0
132.0,5.0
144.0,5.0
153.0,5.0
222.0,5.0
335.0,5.0
352.0,5.0
441.0,5.0
664.0,5.0
746.0,5.0
773.0,5.0
856.0,5.0
894.0,5.0
978.0,5.0
137.0,6.0
160.0,6.0
286.0,6.0
568.0,6.0
694.0,6.0
753.0,6.0
831.0,6.0
844.0,6.0
159.0,7.0
338.0,7.0
360.0,7.0
430.0,7.0
528.0,7.0
578.0,7.0
671.0,7.0
676.0,7.0
775.0,7.0
903.0,7.0
928.0,7.0
963.0,7.0
126.0,8.0
345.0,8.0
364.0,8.0
366.0,8.0
391.0,8.0
392.0,8.0
490.0,8.0
562.0,8.0
756.0,8.0
952.0,8.0
17.0,9.0
84.0,9.0
133.0,9.0
171.0,9.0
240.0,9.0
258.0,9.0
400.0,9.0
425.0,9.0
468.0,9.0
696.0,9.0
771.0,9.0
822.0,9.0
868.0,9.0
10.0,2.0
48.0,10.0
67.0,10.0
111.0,10.0
150.0,10.0
284.0,10.0
358.0,10.0
362.0,10.0
393.0,10.0
418.0,10.0
437.0,10.0
453.0,10.0
474.0,10.0
488.0,10.0
584.0,10.0
610.0,10.0
657.0,10.0
718.0,10.0
837.0,10.0
854.0,10.0
880.0,10.0
893.0,10.0
894.0,10.0
897.0,10.0
927.0,10.0
105.0,11.0
163.0,11.0
182.0,11.0
337.0,11.0
497.0,11.0
504.0,11.0
661.0,11.0
744.0,11.0
856.0,11.0
905.0,11.0
13.0,12.0
321.0,12.0
391.0,12.0
408.0,12.0
477.0,12.0
512.0,12.0
550.0,12.0
640.0,12.0
789.0,12.0
804.0,12.0
834.0,12.0
55.0,13.0
145.0,13.0
146.0,13.0
170.0,13.0
189.0,13.0
192.0,13.0
229.0,13.0
274.0,13.0
400.0,13.0
430.0,13.0
