i,j
30.0,0.0
256.0,0.0
265.0,0.0
297.0,0.0
398.0,0.0
596.0,0.0
601.0,0.0
691.0,0.0
920.0,0.0
979.0,0.0
234.0,1.0
238.0,1.0
271.0,1.0
335.0,1.0
431.0,1.0
449.0,1.0
551.0,1.0
642.0,1.0
884.0,1.0
16.0,2.0
173.0,2.0
395.0,2.0
486.0,2.0
557.0,2.0
563.0,2.0
567.0,2.0
636.0,2.0
731.0,2.0
762.0,2.0
920.0,2.0
244.0,3.0
299.0,3.0
396.0,3.0
687.0,3.0
703.0,3.0
776.0,3.0
823.0,3.0
825.0,3.0
952.0,3.0
957.0,3.0
39.0,4.0
40.0,4.0
107.0,4.0
156.0,4.0
220.0,4.0
253.0,4.0
405.0,4.0
568.0,4.0
668.0,4.0
688.0,4.0
707.0,4.0
753.0,4.0
757.0,4.0
934.0,4.0
265.0,5.0
453.0,5.0
538.0,5.0
541.0,5.0
564.0,5.0
656.0,5.0
944.0,5.0
963.0,5.0
59.0,6.0
64.0,6.0
165.0,6.0
286.0,6.0
290.0,6.0
312.0,6.0
332.0,6.0
526.0,6.0
530.0,6.0
594.0,6.0
701.0,6.0
725.0,6.0
731.0,6.0
747.0,6.0
848.0,6.0
962.0,6.0
119.0,7.0
174.0,7.0
197.0,7.0
200.0,7.0
262.0,7.0
409.0,7.0
527.0,7.0
16.0,8.0
29.0,8.0
188.0,8.0
282.0,8.0
457.0,8.0
492.0,8.0
539.0,8.0
638.0,8.0
750.0,8.0
771.0,8.0
891.0,8.0
955.0,8.0
11.0,9.0
24.0,9.0
138.0,9.0
315.0,9.0
448.0,9.0
456.0,9.0
597.0,9.0
605.0,9.0
787.0,9.0
810.0,9.0
934.0,9.0
13.0,10.0
70.0,10.0
114.0,10.0
137.0,10.0
218.0,10.0
235.0,10.0
336.0,10.0
377.0,10.0
479.0,10.0
484.0,10.0
512.0,10.0
552.0,10.0
578.0,10.0
584.0,10.0
715.0,10.0
747.0,10.0
768.0,10.0
770.0,10.0
890.0,10.0
952.0,10.0
11.0,1.0
30.0,11.0
162.0,11.0
262.0,11.0
267.0,11.0
370.0,11.0
544.0,11.0
547.0,11.0
647.0,11.0
655.0,11.0
676.0,11.0
689.0,11.0
922.0,11.0
12.0,10.0
39.0,12.0
128.0,12.0
215.0,12.0
264.0,12.0
363.0,12.0
370.0,12.0
439.0,12.0
572.0,12.0
580.0,12.0
645.0,12.0
651.0,12.0
745.0,12.0
787.0,12.0
76.0,13.0
110.0,13.0
199.0,13.0
334.0,13.0
386.0,13.0
426.0,13.0
585.0,13.0
689.0,13.0
919.0,13.0
104.0,14.0
280.0,14.0
426.0,14.0
452.0,14.0
490.0,14.0
513.0,14.0
520.0,14.0
541.0,14.0
777.0,14.0
120.0,15.0
181.0,15.0
270.0,15.0
356.0,15.0
396.0,15.0
428.0,15.0
525.0,15.0
556.0,15.0
654.0,15.0
692.0,15.0
749.0,15.0
36.0,16.0
70.0,16.0
288.0,16.0
476.0,16.0
602.0,16.0
604.0,16.0
17.0,2.0
264.0,17.0
292.0,17.0
440.0,17.0
677.0,17.0
715.0,17.0
719.0,17.0
746.0,17.0
822.0,17.0
847.0,17.0
80.0,18.0
215.0,18.0
244.0,18.0
318.0,18.0
326.0,18.0
470.0,18.0
512.0,18.0
540.0,18.0
731.0,18.0
837.0,18.0
861.0,18.0
985.0,18.0
101.0,19.0
122.0,19.0
195.0,19.0
259.0,19.0
372.0,19.0
388.0,19.0
390.0,19.0
393.0,19.0
668.0,19.0
742.0,19.0
777.0,19.0
886.0,19.0
24.0,20.0
43.0,20.0
173.0,20.0
210.0,20.0
253.0,20.0
337.0,20.0
394.0,20.0
420.0,20.0
526.0,20.0
600.0,20.0
950.0,20.0
46.0,21.0
122.0,21.0
191.0,21.0
226.0,21.0
227.0,21.0
375.0,21.0
403.0,21.0
441.0,21.0
538.0,21.0
763.0,21.0
843.0,21.0
883.0,21.0
41.0,22.0
67.0,22.0
68.0,22.0
99.0,22.0
221.0,22.0
233.0,22.0
234.0,22.0
258.0,22.0
315.0,22.0
381.0,22.0
394.0,22.0
421.0,22.0
428.0,22.0
437.0,22.0
540.0,22.0
637.0,22.0
724.0,22.0
835.0,22.0
982.0,22.0
23.0,1.0
104.0,23.0
249.0,23.0
382.0,23.0
452.0,23.0
455.0,23.0
493.0,23.0
581.0,23.0
611.0,23.0
616.0,23.0
627.0,23.0
697.0,23.0
772.0,23.0
807.0,23.0
853.0,23.0
879.0,23.0
24.0,11.0
32.0,24.0
45.0,24.0
122.0,24.0
286.0,24.0
638.0,24.0
721.0,24.0
774.0,24.0
778.0,24.0
856.0,24.0
861.0,24.0
868.0,24.0
931.0,24.0
939.0,24.0
76.0,25.0
78.0,25.0
88.0,25.0
177.0,25.0
275.0,25.0
361.0,25.0
390.0,25.0
401.0,25.0
418.0,25.0
428.0,25.0
431.0,25.0
582.0,25.0
592.0,25.0
646.0,25.0
718.0,25.0
803.0,25.0
26.0,7.0
26.0,10.0
27.0,26.0
76.0,26.0
104.0,26.0
212.0,26.0
224.0,26.0
238.0,26.0
288.0,26.0
368.0,26.0
383.0,26.0
483.0,26.0
525.0,26.0
731.0,26.0
879.0,26.0
883.0,26.0
74.0,27.0
140.0,27.0
211.0,27.0
241.0,27.0
350.0,27.0
401.0,27.0
443.0,27.0
466.0,27.0
534.0,27.0
572.0,27.0
914.0,27.0
960.0,27.0
963.0,27.0
28.0,17.0
116.0,28.0
284.0,28.0
334.0,28.0
391.0,28.0
448.0,28.0
529.0,28.0
564.0,28.0
589.0,28.0
598.0,28.0
771.0,28.0
913.0,28.0
158.0,29.0
310.0,29.0
370.0,29.0
400.0,29.0
404.0,29.0
465.0,29.0
506.0,29.0
763.0,29.0
807.0,29.0
842.0,29.0
875.0,29.0
940.0,29.0
942.0,29.0
30.0,15.0
169.0,30.0
568.0,30.0
890.0,30.0
907.0,30.0
61.0,31.0
65.0,31.0
80.0,31.0
104.0,31.0
169.0,31.0
345.0,31.0
456.0,31.0
466.0,31.0
547.0,31.0
595.0,31.0
603.0,31.0
635.0,31.0
662.0,31.0
810.0,31.0
87.0,32.0
147.0,32.0
320.0,32.0
340.0,32.0
470.0,32.0
477.0,32.0
516.0,32.0
546.0,32.0
575.0,32.0
627.0,32.0
635.0,32.0
771.0,32.0
854.0,32.0
876.0,32.0
899.0,32.0
33.0,4.0
108.0,33.0
310.0,33.0
420.0,33.0
468.0,33.0
580.0,33.0
743.0,33.0
909.0,33.0
394.0,34.0
443.0,34.0
473.0,34.0
478.0,34.0
488.0,34.0
635.0,34.0
699.0,34.0
710.0,34.0
806.0,34.0
35.0,7.0
35.0,28.0
132.0,35.0
157.0,35.0
234.0,35.0
414.0,35.0
416.0,35.0
423.0,35.0
441.0,35.0
514.0,35.0
590.0,35.0
658.0,35.0
723.0,35.0
979.0,35.0
80.0,36.0
95.0,36.0
183.0,36.0
226.0,36.0
233.0,36.0
291.0,36.0
369.0,36.0
390.0,36.0
464.0,36.0
522.0,36.0
627.0,36.0
646.0,36.0
664.0,36.0
873.0,36.0
883.0,36.0
191.0,37.0
559.0,37.0
796.0,37.0
802.0,37.0
824.0,37.0
962.0,37.0
980.0,37.0
297.0,38.0
524.0,38.0
556.0,38.0
564.0,38.0
568.0,38.0
597.0,38.0
675.0,38.0
687.0,38.0
751.0,38.0
754.0,38.0
786.0,38.0
887.0,38.0
931.0,38.0
936.0,38.0
56.0,39.0
167.0,39.0
198.0,39.0
245.0,39.0
413.0,39.0
419.0,39.0
428.0,39.0
525.0,39.0
554.0,39.0
584.0,39.0
707.0,39.0
731.0,39.0
824.0,39.0
903.0,39.0
911.0,39.0
980.0,39.0
301.0,40.0
339.0,40.0
378.0,40.0
381.0,40.0
470.0,40.0
477.0,40.0
491.0,40.0
517.0,40.0
530.0,40.0
794.0,40.0
278.0,41.0
321.0,41.0
536.0,41.0
546.0,41.0
654.0,41.0
678.0,41.0
815.0,41.0
826.0,41.0
833.0,41.0
943.0,41.0
42.0,41.0
87.0,42.0
112.0,42.0
123.0,42.0
217.0,42.0
360.0,42.0
506.0,42.0
533.0,42.0
550.0,42.0
583.0,42.0
618.0,42.0
926.0,42.0
66.0,43.0
290.0,43.0
383.0,43.0
394.0,43.0
420.0,43.0
480.0,43.0
561.0,43.0
580.0,43.0
586.0,43.0
704.0,43.0
749.0,43.0
789.0,43.0
813.0,43.0
816.0,43.0
851.0,43.0
870.0,43.0
880.0,43.0
895.0,43.0
897.0,43.0
940.0,43.0
53.0,44.0
83.0,44.0
256.0,44.0
286.0,44.0
290.0,44.0
296.0,44.0
529.0,44.0
533.0,44.0
572.0,44.0
614.0,44.0
730.0,44.0
821.0,44.0
894.0,44.0
983.0,44.0
82.0,45.0
162.0,45.0
196.0,45.0
426.0,45.0
439.0,45.0
466.0,45.0
603.0,45.0
701.0,45.0
729.0,45.0
768.0,45.0
863.0,45.0
952.0,45.0
110.0,46.0
176.0,46.0
219.0,46.0
262.0,46.0
694.0,46.0
763.0,46.0
926.0,46.0
51.0,47.0
163.0,47.0
322.0,47.0
386.0,47.0
598.0,47.0
605.0,47.0
655.0,47.0
851.0,47.0
894.0,47.0
123.0,48.0
180.0,48.0
242.0,48.0
336.0,48.0
356.0,48.0
492.0,48.0
572.0,48.0
579.0,48.0
697.0,48.0
806.0,48.0
810.0,48.0
