i,j
24.0,0.0
30.0,0.0
96.0,0.0
157.0,0.0
162.0,0.0
178.0,0.0
318.0,0.0
322.0,0.0
397.0,0.0
441.0,0.0
463.0,0.0
564.0,0.0
636.0,0.0
714.0,0.0
765.0,0.0
805.0,0.0
837.0,0.0
838.0,0.0
985.0,0.0
61.0,1.0
75.0,1.0
302.0,1.0
329.0,1.0
330.0,1.0
357.0,1.0
532.0,1.0
581.0,1.0
646.0,1.0
895.0,1.0
896.0,1.0
3.0,2.0
69.0,2.0
103.0,2.0
235.0,2.0
236.0,2.0
449.0,2.0
610.0,2.0
688.0,2.0
710.0,2.0
38.0,3.0
69.0,3.0
114.0,3.0
332.0,3.0
335.0,3.0
417.0,3.0
476.0,3.0
482.0,3.0
742.0,3.0
771.0,3.0
781.0,3.0
854.0,3.0
903.0,3.0
40.0,4.0
139.0,4.0
439.0,4.0
475.0,4.0
592.0,4.0
640.0,4.0
745.0,4.0
753.0,4.0
755.0,4.0
777.0,4.0
810.0,4.0
896.0,4.0
120.0,5.0
289.0,5.0
438.0,5.0
730.0,5.0
745.0,5.0
767.0,5.0
829.0,5.0
927.0,5.0
36.0,6.0
209.0,6.0
293.0,6.0
335.0,6.0
400.0,6.0
431.0,6.0
456.0,6.0
686.0,6.0
720.0,6.0
850.0,6.0
904.0,6.0
927.0,6.0
963.0,6.0
239.0,7.0
358.0,7.0
515.0,7.0
529.0,7.0
590.0,7.0
643.0,7.0
792.0,7.0
839.0,7.0
916.0,7.0
195.0,8.0
221.0,8.0
369.0,8.0
371.0,8.0
505.0,8.0
518.0,8.0
536.0,8.0
562.0,8.0
671.0,8.0
795.0,8.0
801.0,8.0
34.0,9.0
64.0,9.0
68.0,9.0
80.0,9.0
92.0,9.0
101.0,9.0
178.0,9.0
199.0,9.0
215.0,9.0
334.0,9.0
437.0,9.0
493.0,9.0
512.0,9.0
574.0,9.0
681.0,9.0
700.0,9.0
902.0,9.0
64.0,10.0
223.0,10.0
319.0,10.0
469.0,10.0
505.0,10.0
606.0,10.0
672.0,10.0
704.0,10.0
912.0,10.0
953.0,10.0
104.0,11.0
204.0,11.0
232.0,11.0
250.0,11.0
317.0,11.0
348.0,11.0
360.0,11.0
362.0,11.0
534.0,11.0
562.0,11.0
695.0,11.0
734.0,11.0
85.0,12.0
170.0,12.0
228.0,12.0
267.0,12.0
283.0,12.0
577.0,12.0
586.0,12.0
692.0,12.0
754.0,12.0
908.0,12.0
965.0,12.0
27.0,13.0
52.0,13.0
58.0,13.0
73.0,13.0
160.0,13.0
216.0,13.0
250.0,13.0
404.0,13.0
594.0,13.0
830.0,13.0
14.0,2.0
123.0,14.0
155.0,14.0
344.0,14.0
358.0,14.0
389.0,14.0
537.0,14.0
567.0,14.0
580.0,14.0
613.0,14.0
628.0,14.0
661.0,14.0
733.0,14.0
778.0,14.0
51.0,15.0
121.0,15.0
274.0,15.0
298.0,15.0
345.0,15.0
392.0,15.0
447.0,15.0
500.0,15.0
570.0,15.0
615.0,15.0
636.0,15.0
658.0,15.0
670.0,15.0
780.0,15.0
76.0,16.0
88.0,16.0
243.0,16.0
343.0,16.0
493.0,16.0
546.0,16.0
622.0,16.0
639.0,16.0
650.0,16.0
668.0,16.0
642.0,17.0
666.0,17.0
839.0,17.0
985.0,17.0
39.0,18.0
161.0,18.0
185.0,18.0
190.0,18.0
375.0,18.0
384.0,18.0
443.0,18.0
674.0,18.0
675.0,18.0
929.0,18.0
945.0,18.0
100.0,19.0
142.0,19.0
406.0,19.0
514.0,19.0
588.0,19.0
644.0,19.0
725.0,19.0
730.0,19.0
881.0,19.0
100.0,20.0
103.0,20.0
115.0,20.0
429.0,20.0
483.0,20.0
707.0,20.0
734.0,20.0
803.0,20.0
400.0,21.0
574.0,21.0
686.0,21.0
736.0,21.0
775.0,21.0
793.0,21.0
890.0,21.0
912.0,21.0
925.0,21.0
939.0,21.0
955.0,21.0
166.0,22.0
167.0,22.0
262.0,22.0
334.0,22.0
379.0,22.0
399.0,22.0
565.0,22.0
588.0,22.0
693.0,22.0
730.0,22.0
858.0,22.0
954.0,22.0
99.0,23.0
273.0,23.0
739.0,23.0
912.0,23.0
976.0,23.0
59.0,24.0
127.0,24.0
140.0,24.0
188.0,24.0
191.0,24.0
659.0,24.0
683.0,24.0
697.0,24.0
186.0,25.0
350.0,25.0
375.0,25.0
416.0,25.0
492.0,25.0
738.0,25.0
747.0,25.0
804.0,25.0
833.0,25.0
863.0,25.0
889.0,25.0
26.0,9.0
26.0,15.0
93.0,26.0
342.0,26.0
345.0,26.0
377.0,26.0
418.0,26.0
456.0,26.0
492.0,26.0
620.0,26.0
670.0,26.0
683.0,26.0
765.0,26.0
896.0,26.0
966.0,26.0
62.0,27.0
82.0,27.0
218.0,27.0
276.0,27.0
390.0,27.0
420.0,27.0
438.0,27.0
455.0,27.0
466.0,27.0
507.0,27.0
512.0,27.0
597.0,27.0
697.0,27.0
703.0,27.0
873.0,27.0
954.0,27.0
973.0,27.0
28.0,24.0
60.0,28.0
67.0,28.0
102.0,28.0
138.0,28.0
189.0,28.0
212.0,28.0
246.0,28.0
257.0,28.0
268.0,28.0
324.0,28.0
351.0,28.0
360.0,28.0
414.0,28.0
426.0,28.0
618.0,28.0
808.0,28.0
818.0,28.0
866.0,28.0
165.0,29.0
286.0,29.0
461.0,29.0
491.0,29.0
585.0,29.0
30.0,5.0
30.0,20.0
30.0,25.0
33.0,30.0
138.0,30.0
156.0,30.0
167.0,30.0
204.0,30.0
306.0,30.0
325.0,30.0
342.0,30.0
346.0,30.0
361.0,30.0
395.0,30.0
440.0,30.0
640.0,30.0
865.0,30.0
907.0,30.0
928.0,30.0
291.0,31.0
316.0,31.0
371.0,31.0
446.0,31.0
452.0,31.0
520.0,31.0
541.0,31.0
566.0,31.0
574.0,31.0
622.0,31.0
713.0,31.0
945.0,31.0
32.0,13.0
59.0,32.0
181.0,32.0
270.0,32.0
434.0,32.0
473.0,32.0
528.0,32.0
694.0,32.0
949.0,32.0
952.0,32.0
89.0,33.0
250.0,33.0
407.0,33.0
430.0,33.0
533.0,33.0
589.0,33.0
693.0,33.0
742.0,33.0
826.0,33.0
971.0,33.0
34.0,19.0
226.0,34.0
301.0,34.0
325.0,34.0
355.0,34.0
372.0,34.0
458.0,34.0
464.0,34.0
609.0,34.0
757.0,34.0
917.0,34.0
922.0,34.0
35.0,10.0
64.0,35.0
136.0,35.0
149.0,35.0
527.0,35.0
618.0,35.0
