i,j
263.0,0.0
491.0,0.0
808.0,0.0
82.0,1.0
209.0,1.0
389.0,1.0
421.0,1.0
673.0,1.0
800.0,1.0
546.0,2.0
685.0,2.0
414.0,3.0
810.0,3.0
816.0,3.0
873.0,3.0
272.0,4.0
316.0,4.0
449.0,4.0
132.0,5.0
657.0,5.0
872.0,5.0
22.0,6.0
71.0,6.0
228.0,6.0
451.0,6.0
877.0,6.0
254.0,7.0
413.0,7.0
422.0,7.0
743.0,7.0
995.0,7.0
57.0,8.0
269.0,8.0
393.0,8.0
475.0,8.0
771.0,8.0
250.0,9.0
315.0,9.0
520.0,9.0
533.0,9.0
591.0,9.0
666.0,9.0
783.0,9.0
953.0,9.0
964.0,9.0
35.0,10.0
247.0,10.0
284.0,10.0
561.0,10.0
748.0,10.0
402.0,11.0
898.0,11.0
102.0,12.0
232.0,12.0
343.0,12.0
391.0,12.0
667.0,12.0
688.0,12.0
329.0,13.0
343.0,13.0
357.0,13.0
655.0,13.0
776.0,13.0
965.0,13.0
78.0,14.0
229.0,14.0
268.0,14.0
378.0,14.0
548.0,14.0
878.0,14.0
15.0,4.0
66.0,15.0
137.0,15.0
263.0,15.0
502.0,15.0
911.0,15.0
437.0,16.0
887.0,16.0
998.0,16.0
614.0,17.0
743.0,17.0
762.0,17.0
785.0,17.0
46.0,18.0
259.0,18.0
331.0,18.0
527.0,18.0
19.0,7.0
330.0,19.0
379.0,19.0
804.0,19.0
56.0,20.0
160.0,20.0
243.0,20.0
347.0,20.0
150.0,21.0
256.0,21.0
408.0,21.0
498.0,21.0
615.0,21.0
858.0,21.0
996.0,21.0
45.0,22.0
293.0,22.0
464.0,23.0
968.0,23.0
45.0,24.0
851.0,24.0
882.0,24.0
974.0,24.0
981.0,24.0
25.0,9.0
139.0,25.0
455.0,25.0
772.0,25.0
788.0,25.0
944.0,25.0
42.0,26.0
57.0,26.0
282.0,26.0
323.0,26.0
367.0,26.0
161.0,27.0
188.0,27.0
202.0,27.0
402.0,27.0
738.0,27.0
946.0,27.0
200.0,28.0
480.0,28.0
51.0,29.0
128.0,29.0
131.0,29.0
203.0,29.0
416.0,29.0
477.0,29.0
739.0,29.0
761.0,29.0
842.0,29.0
874.0,29.0
905.0,29.0
167.0,30.0
206.0,30.0
236.0,30.0
249.0,30.0
761.0,30.0
875.0,30.0
954.0,30.0
31.0,13.0
591.0,31.0
839.0,31.0
41.0,32.0
149.0,32.0
191.0,32.0
394.0,32.0
438.0,32.0
603.0,32.0
718.0,32.0
745.0,32.0
758.0,32.0
788.0,32.0
982.0,32.0
33.0,22.0
999.0,33.0
247.0,34.0
448.0,34.0
472.0,34.0
500.0,34.0
631.0,34.0
715.0,34.0
58.0,35.0
224.0,35.0
697.0,35.0
36.0,20.0
569.0,36.0
908.0,36.0
37.0,20.0
115.0,37.0
400.0,37.0
586.0,37.0
995.0,37.0
103.0,38.0
167.0,38.0
217.0,38.0
333.0,38.0
916.0,38.0
940.0,38.0
254.0,39.0
469.0,39.0
581.0,39.0
691.0,39.0
931.0,39.0
941.0,39.0
51.0,40.0
188.0,40.0
269.0,40.0
316.0,40.0
325.0,40.0
511.0,40.0
515.0,40.0
673.0,40.0
101.0,41.0
221.0,41.0
229.0,41.0
272.0,41.0
475.0,41.0
588.0,41.0
846.0,41.0
978.0,41.0
179.0,42.0
442.0,42.0
665.0,42.0
57.0,43.0
184.0,43.0
222.0,43.0
279.0,43.0
380.0,43.0
778.0,43.0
73.0,44.0
192.0,44.0
291.0,44.0
513.0,44.0
577.0,44.0
374.0,45.0
487.0,45.0
601.0,45.0
668.0,45.0
996.0,45.0
46.0,45.0
768.0,46.0
773.0,46.0
975.0,46.0
52.0,47.0
54.0,47.0
582.0,47.0
807.0,47.0
143.0,48.0
243.0,48.0
533.0,48.0
663.0,48.0
925.0,48.0
968.0,48.0
402.0,49.0
620.0,49.0
692.0,49.0
806.0,49.0
928.0,49.0
50.0,0.0
381.0,51.0
438.0,51.0
460.0,51.0
536.0,51.0
678.0,51.0
842.0,51.0
868.0,51.0
936.0,51.0
176.0,52.0
370.0,52.0
418.0,52.0
731.0,52.0
987.0,52.0
53.0,11.0
53.0,20.0
419.0,53.0
430.0,53.0
452.0,53.0
494.0,53.0
554.0,53.0
960.0,53.0
978.0,53.0
54.0,10.0
301.0,54.0
646.0,54.0
657.0,54.0
885.0,54.0
895.0,54.0
189.0,55.0
244.0,55.0
735.0,55.0
767.0,55.0
816.0,55.0
956.0,55.0
447.0,56.0
135.0,57.0
347.0,57.0
369.0,57.0
474.0,57.0
668.0,57.0
903.0,57.0
988.0,57.0
58.0,11.0
113.0,58.0
138.0,58.0
360.0,58.0
388.0,58.0
727.0,58.0
869.0,58.0
950.0,58.0
59.0,14.0
59.0,54.0
592.0,59.0
858.0,59.0
919.0,59.0
983.0,59.0
317.0,60.0
390.0,60.0
718.0,60.0
755.0,60.0
897.0,60.0
941.0,60.0
109.0,61.0
217.0,61.0
569.0,61.0
65.0,62.0
619.0,62.0
63.0,15.0
86.0,63.0
506.0,63.0
508.0,63.0
572.0,63.0
768.0,63.0
823.0,63.0
83.0,64.0
846.0,64.0
988.0,64.0
65.0,34.0
65.0,44.0
65.0,62.0
176.0,65.0
420.0,65.0
507.0,65.0
673.0,65.0
165.0,66.0
745.0,66.0
407.0,67.0
609.0,67.0
696.0,67.0
822.0,67.0
260.0,68.0
331.0,68.0
371.0,68.0
503.0,68.0
572.0,68.0
749.0,68.0
69.0,29.0
358.0,69.0
868.0,69.0
930.0,69.0
74.0,70.0
425.0,70.0
569.0,70.0
744.0,70.0
836.0,70.0
872.0,70.0
178.0,71.0
253.0,71.0
350.0,71.0
501.0,71.0
806.0,71.0
856.0,71.0
159.0,72.0
293.0,72.0
600.0,72.0
814.0,72.0
897.0,72.0
73.0,25.0
409.0,73.0
473.0,73.0
588.0,73.0
612.0,73.0
704.0,73.0
74.0,5.0
145.0,74.0
377.0,74.0
