i,j
487.0,0.0
880.0,0.0
102.0,1.0
144.0,1.0
184.0,1.0
218.0,1.0
231.0,1.0
576.0,1.0
898.0,1.0
987.0,1.0
225.0,2.0
261.0,2.0
358.0,2.0
519.0,2.0
574.0,2.0
58.0,3.0
189.0,3.0
192.0,3.0
633.0,3.0
650.0,3.0
834.0,3.0
249.0,4.0
233.0,5.0
698.0,5.0
738.0,5.0
396.0,6.0
422.0,6.0
596.0,6.0
626.0,6.0
53.0,7.0
748.0,7.0
811.0,7.0
856.0,7.0
9.0,8.0
124.0,8.0
192.0,8.0
241.0,8.0
355.0,8.0
545.0,8.0
782.0,8.0
950.0,8.0
983.0,8.0
9.0,8.0
37.0,9.0
136.0,9.0
169.0,9.0
221.0,9.0
382.0,9.0
681.0,9.0
797.0,9.0
26.0,10.0
37.0,10.0
765.0,10.0
11.0,0.0
44.0,11.0
140.0,11.0
265.0,11.0
270.0,11.0
502.0,11.0
102.0,12.0
110.0,12.0
253.0,12.0
257.0,12.0
379.0,12.0
19.0,13.0
28.0,13.0
147.0,13.0
179.0,13.0
210.0,13.0
225.0,13.0
283.0,13.0
325.0,13.0
449.0,13.0
639.0,13.0
14.0,2.0
226.0,14.0
249.0,14.0
352.0,14.0
649.0,14.0
966.0,14.0
115.0,15.0
161.0,15.0
859.0,15.0
131.0,16.0
134.0,16.0
237.0,16.0
342.0,16.0
434.0,16.0
848.0,16.0
984.0,16.0
65.0,17.0
237.0,17.0
319.0,17.0
329.0,17.0
847.0,17.0
984.0,17.0
21.0,18.0
132.0,18.0
255.0,18.0
286.0,18.0
583.0,18.0
669.0,18.0
46.0,19.0
172.0,19.0
261.0,19.0
286.0,19.0
834.0,19.0
973.0,19.0
252.0,20.0
79.0,21.0
197.0,21.0
591.0,21.0
22.0,1.0
206.0,22.0
314.0,22.0
648.0,22.0
869.0,22.0
23.0,3.0
68.0,23.0
77.0,23.0
101.0,23.0
218.0,23.0
389.0,23.0
824.0,23.0
24.0,3.0
116.0,24.0
129.0,24.0
624.0,24.0
25.0,20.0
176.0,25.0
177.0,25.0
390.0,25.0
585.0,25.0
82.0,26.0
147.0,26.0
155.0,26.0
199.0,26.0
927.0,26.0
93.0,27.0
126.0,27.0
256.0,27.0
310.0,27.0
458.0,28.0
131.0,29.0
145.0,29.0
193.0,29.0
257.0,29.0
374.0,29.0
524.0,29.0
578.0,29.0
585.0,29.0
636.0,29.0
30.0,10.0
30.0,25.0
127.0,30.0
175.0,30.0
257.0,30.0
320.0,30.0
355.0,30.0
634.0,30.0
729.0,30.0
927.0,30.0
48.0,31.0
72.0,31.0
470.0,31.0
98.0,32.0
155.0,32.0
248.0,32.0
318.0,32.0
358.0,32.0
366.0,32.0
984.0,32.0
115.0,33.0
164.0,33.0
170.0,33.0
285.0,33.0
575.0,33.0
577.0,33.0
686.0,33.0
53.0,34.0
109.0,34.0
187.0,34.0
284.0,34.0
411.0,34.0
828.0,34.0
35.0,10.0
86.0,35.0
104.0,35.0
232.0,35.0
516.0,35.0
168.0,36.0
197.0,36.0
245.0,36.0
425.0,36.0
640.0,36.0
770.0,36.0
37.0,21.0
53.0,37.0
119.0,37.0
140.0,37.0
290.0,37.0
450.0,37.0
892.0,37.0
818.0,38.0
39.0,17.0
76.0,39.0
108.0,39.0
180.0,39.0
416.0,39.0
738.0,39.0
51.0,40.0
69.0,40.0
114.0,40.0
180.0,40.0
350.0,40.0
368.0,40.0
534.0,40.0
981.0,40.0
991.0,40.0
41.0,0.0
72.0,41.0
146.0,41.0
185.0,41.0
760.0,41.0
42.0,16.0
87.0,42.0
142.0,42.0
149.0,42.0
367.0,42.0
735.0,42.0
43.0,21.0
46.0,43.0
255.0,43.0
298.0,43.0
324.0,43.0
450.0,43.0
164.0,44.0
286.0,44.0
58.0,45.0
133.0,45.0
268.0,45.0
270.0,45.0
748.0,45.0
46.0,6.0
127.0,46.0
217.0,46.0
921.0,46.0
47.0,33.0
95.0,47.0
174.0,47.0
181.0,47.0
290.0,47.0
325.0,47.0
760.0,47.0
843.0,47.0
824.0,48.0
49.0,0.0
49.0,15.0
98.0,49.0
315.0,49.0
655.0,49.0
886.0,49.0
970.0,49.0
985.0,49.0
125.0,50.0
283.0,50.0
317.0,50.0
606.0,50.0
613.0,50.0
754.0,50.0
949.0,50.0
75.0,51.0
89.0,51.0
256.0,51.0
821.0,51.0
991.0,51.0
111.0,52.0
147.0,52.0
189.0,52.0
293.0,52.0
71.0,53.0
86.0,53.0
285.0,53.0
609.0,53.0
855.0,53.0
117.0,54.0
199.0,54.0
781.0,54.0
62.0,55.0
279.0,55.0
291.0,55.0
794.0,55.0
898.0,55.0
93.0,56.0
156.0,56.0
178.0,56.0
412.0,56.0
598.0,56.0
669.0,56.0
57.0,45.0
84.0,57.0
109.0,57.0
154.0,57.0
194.0,57.0
493.0,57.0
669.0,57.0
91.0,58.0
125.0,58.0
234.0,58.0
267.0,58.0
401.0,58.0
66.0,59.0
890.0,59.0
939.0,59.0
100.0,60.0
120.0,60.0
139.0,60.0
311.0,60.0
345.0,60.0
552.0,60.0
637.0,60.0
831.0,60.0
930.0,60.0
61.0,13.0
92.0,61.0
111.0,61.0
112.0,61.0
122.0,61.0
181.0,61.0
206.0,61.0
209.0,61.0
302.0,61.0
631.0,61.0
775.0,61.0
894.0,61.0
958.0,61.0
62.0,33.0
327.0,62.0
63.0,10.0
73.0,63.0
137.0,63.0
277.0,63.0
437.0,63.0
609.0,63.0
963.0,63.0
64.0,9.0
489.0,64.0
779.0,64.0
114.0,65.0
175.0,65.0
331.0,65.0
510.0,65.0
586.0,65.0
868.0,65.0
910.0,65.0
104.0,66.0
138.0,66.0
169.0,66.0
187.0,66.0
242.0,66.0
389.0,66.0
446.0,66.0
572.0,66.0
655.0,66.0
67.0,12.0
508.0,67.0
74.0,68.0
80.0,68.0
148.0,68.0
278.0,68.0
314.0,68.0
447.0,68.0
73.0,69.0
120.0,69.0
138.0,69.0
301.0,69.0
328.0,69.0
474.0,69.0
557.0,69.0
118.0,70.0
193.0,70.0
237.0,70.0
284.0,70.0
302.0,70.0
323.0,70.0
71.0,48.0
161.0,71.0
259.0,71.0
301.0,71.0
123.0,72.0
264.0,72.0
269.0,72.0
814.0,72.0
903.0,72.0
979.0,72.0
306.0,73.0
399.0,73.0
723.0,73.0
986.0,73.0
