i,j
0.0,1024.0
0.0,996.0
0.0,1030.0
0.0,835.0
0.0,427.0
0.0,420.0
0.0,460.0
0.0,945.0
0.0,546.0
0.0,931.0
0.0,537.0
0.0,949.0
1.0,639.0
1.0,452.0
1.0,100.0
1.0,51.0
1.0,593.0
1.0,62.0
1.0,306.0
1.0,853.0
1.0,476.0
1.0,784.0
1.0,793.0
1.0,521.0
2.0,443.0
2.0,37.0
2.0,355.0
2.0,833.0
2.0,74.0
2.0,985.0
2.0,877.0
2.0,752.0
2.0,938.0
2.0,535.0
2.0,875.0
2.0,881.0
3.0,350.0
3.0,201.0
3.0,813.0
3.0,687.0
3.0,180.0
3.0,320.0
3.0,745.0
3.0,588.0
3.0,310.0
3.0,470.0
3.0,108.0
3.0,510.0
4.0,721.0
4.0,1027.0
4.0,188.0
4.0,159.0
4.0,601.0
4.0,845.0
4.0,976.0
4.0,212.0
4.0,719.0
4.0,586.0
4.0,837.0
4.0,789.0
5.0,639.0
5.0,347.0
5.0,811.0
5.0,392.0
5.0,85.0
5.0,46.0
5.0,829.0
5.0,742.0
5.0,225.0
5.0,836.0
5.0,315.0
5.0,972.0
6.0,976.0
6.0,420.0
6.0,266.0
6.0,166.0
6.0,460.0
6.0,470.0
6.0,368.0
6.0,946.0
6.0,731.0
6.0,508.0
6.0,566.0
6.0,706.0
7.0,522.0
7.0,135.0
7.0,569.0
7.0,98.0
7.0,536.0
7.0,367.0
7.0,826.0
7.0,528.0
7.0,511.0
7.0,848.0
7.0,858.0
7.0,355.0
8.0,982.0
8.0,993.0
8.0,627.0
8.0,587.0
8.0,811.0
8.0,698.0
8.0,1024.0
8.0,85.0
8.0,45.0
8.0,400.0
8.0,422.0
8.0,5.0
9.0,921.0
9.0,172.0
9.0,846.0
9.0,407.0
9.0,994.0
9.0,733.0
9.0,879.0
9.0,554.0
9.0,734.0
9.0,658.0
9.0,938.0
9.0,683.0
10.0,200.0
10.0,316.0
10.0,828.0
10.0,109.0
10.0,240.0
10.0,855.0
10.0,862.0
10.0,311.0
10.0,926.0
10.0,500.0
10.0,137.0
10.0,120.0
11.0,419.0
11.0,343.0
11.0,750.0
11.0,1022.0
11.0,799.0
11.0,810.0
11.0,381.0
11.0,174.0
11.0,523.0
11.0,362.0
11.0,619.0
11.0,402.0
12.0,700.0
12.0,155.0
12.0,795.0
12.0,411.0
12.0,154.0
12.0,181.0
12.0,573.0
12.0,911.0
12.0,131.0
12.0,494.0
12.0,265.0
12.0,732.0
13.0,36.0
13.0,478.0
13.0,303.0
13.0,661.0
13.0,772.0
13.0,502.0
13.0,511.0
13.0,761.0
13.0,515.0
13.0,816.0
13.0,825.0
13.0,702.0
14.0,551.0
14.0,807.0
14.0,1010.0
14.0,546.0
14.0,195.0
14.0,635.0
14.0,864.0
14.0,186.0
14.0,882.0
14.0,671.0
14.0,333.0
14.0,891.0
15.0,608.0
15.0,757.0
15.0,440.0
15.0,430.0
15.0,128.0
15.0,395.0
15.0,24.0
15.0,597.0
15.0,770.0
15.0,973.0
15.0,119.0
15.0,865.0
16.0,21.0
16.0,285.0
16.0,80.0
16.0,116.0
16.0,213.0
16.0,981.0
16.0,253.0
16.0,956.0
16.0,646.0
16.0,450.0
16.0,412.0
16.0,54.0
17.0,608.0
17.0,196.0
17.0,248.0
17.0,675.0
17.0,155.0
17.0,423.0
17.0,902.0
17.0,452.0
17.0,769.0
17.0,397.0
17.0,253.0
17.0,895.0
18.0,302.0
18.0,983.0
18.0,548.0
18.0,424.0
18.0,103.0
18.0,783.0
18.0,674.0
18.0,789.0
18.0,974.0
18.0,141.0
18.0,271.0
18.0,440.0
19.0,899.0
19.0,79.0
19.0,431.0
19.0,934.0
19.0,564.0
19.0,151.0
19.0,263.0
19.0,258.0
19.0,664.0
19.0,966.0
19.0,603.0
19.0,363.0
20.0,636.0
20.0,233.0
20.0,642.0
20.0,491.0
20.0,581.0
20.0,336.0
20.0,1007.0
20.0,81.0
20.0,721.0
20.0,871.0
20.0,808.0
20.0,335.0
21.0,144.0
21.0,433.0
21.0,687.0
21.0,89.0
21.0,641.0
21.0,459.0
21.0,348.0
21.0,801.0
21.0,28.0
21.0,863.0
21.0,150.0
21.0,388.0
22.0,953.0
22.0,373.0
22.0,541.0
22.0,507.0
22.0,571.0
22.0,945.0
22.0,750.0
22.0,648.0
22.0,420.0
22.0,402.0
22.0,990.0
22.0,89.0
23.0,1030.0
23.0,686.0
23.0,824.0
23.0,159.0
23.0,215.0
23.0,250.0
23.0,42.0
23.0,182.0
23.0,71.0
23.0,994.0
23.0,126.0
23.0,253.0
24.0,158.0
24.0,1008.0
24.0,901.0
24.0,707.0
24.0,150.0
24.0,803.0
24.0,712.0
24.0,360.0
24.0,61.0
24.0,991.0
24.0,687.0
24.0,924.0
25.0,212.0
25.0,844.0
25.0,204.0
25.0,557.0
25.0,298.0
25.0,442.0
25.0,55.0
25.0,349.0
25.0,449.0
25.0,705.0
25.0,38.0
25.0,865.0
26.0,531.0
26.0,197.0
26.0,1030.0
26.0,92.0
26.0,768.0
26.0,727.0
26.0,182.0
26.0,433.0
26.0,413.0
26.0,616.0
26.0,132.0
26.0,145.0
27.0,165.0
27.0,524.0
27.0,367.0
27.0,241.0
27.0,866.0
27.0,742.0
27.0,894.0
27.0,754.0
27.0,772.0
27.0,291.0
27.0,706.0
27.0,973.0
28.0,73.0
28.0,515.0
28.0,660.0
28.0,26.0
28.0,531.0
28.0,786.0
28.0,114.0
28.0,767.0
28.0,321.0
28.0,976.0
28.0,484.0
28.0,798.0
29.0,318.0
29.0,25.0
29.0,494.0
29.0,543.0
29.0,867.0
29.0,69.0
29.0,805.0
29.0,992.0
29.0,683.0
29.0,1035.0
29.0,185.0
29.0,501.0
30.0,189.0
30.0,615.0
30.0,296.0
30.0,357.0
30.0,227.0
30.0,614.0
30.0,597.0
30.0,683.0
30.0,620.0
30.0,887.0
30.0,292.0
30.0,707.0
31.0,329.0
31.0,352.0
31.0,607.0
31.0,918.0
31.0,693.0
31.0,462.0
31.0,678.0
31.0,406.0
31.0,341.0
31.0,147.0
31.0,923.0
31.0,855.0
32.0,370.0
32.0,436.0
32.0,189.0
32.0,402.0
32.0,304.0
32.0,228.0
32.0,718.0
32.0,343.0
32.0,877.0
32.0,658.0
32.0,89.0
32.0,291.0
33.0,623.0
33.0,96.0
33.0,436.0
33.0,496.0
33.0,224.0
33.0,881.0
33.0,631.0
33.0,634.0
33.0,642.0
33.0,1013.0
33.0,434.0
33.0,960.0
34.0,389.0
34.0,111.0
34.0,734.0
34.0,557.0
34.0,472.0
34.0,454.0
34.0,222.0
34.0,44.0
34.0,1018.0
34.0,521.0
34.0,94.0
34.0,292.0
35.0,353.0
35.0,817.0
35.0,984.0
35.0,886.0
35.0,344.0
35.0,29.0
35.0,1001.0
35.0,333.0
35.0,55.0
35.0,548.0
35.0,502.0
35.0,942.0
36.0,955.0
36.0,508.0
36.0,683.0
36.0,136.0
36.0,175.0
36.0,479.0
36.0,384.0
36.0,49.0
36.0,666.0
36.0,323.0
36.0,272.0
36.0,187.0
37.0,761.0
37.0,260.0
37.0,886.0
37.0,634.0
37.0,501.0
37.0,222.0
37.0,13.0
37.0,876.0
37.0,318.0
37.0,175.0
37.0,780.0
37.0,548.0
38.0,196.0
38.0,429.0
38.0,922.0
38.0,713.0
38.0,651.0
38.0,742.0
38.0,967.0
38.0,807.0
38.0,241.0
38.0,25.0
38.0,570.0
38.0,330.0
39.0,652.0
39.0,688.0
39.0,251.0
39.0,875.0
39.0,136.0
39.0,661.0
39.0,246.0
39.0,13.0
39.0,303.0
39.0,272.0
39.0,102.0
39.0,794.0
40.0,348.0
40.0,365.0
40.0,676.0
40.0,841.0
40.0,616.0
40.0,367.0
40.0,986.0
40.0,144.0
40.0,980.0
40.0,320.0
40.0,814.0
40.0,726.0
41.0,711.0
41.0,406.0
41.0,664.0
