i,j
0.0,4.0
0.0,518.0
0.0,812.0
0.0,1020.0
0.0,428.0
0.0,682.0
0.0,921.0
0.0,191.0
0.0,787.0
0.0,492.0
0.0,744.0
0.0,155.0
1.0,647.0
1.0,102.0
1.0,954.0
1.0,100.0
1.0,506.0
1.0,942.0
1.0,121.0
1.0,452.0
1.0,216.0
1.0,62.0
1.0,593.0
1.0,1033.0
2.0,465.0
2.0,761.0
2.0,379.0
2.0,450.0
2.0,940.0
2.0,788.0
2.0,741.0
2.0,589.0
2.0,729.0
2.0,937.0
2.0,702.0
2.0,511.0
3.0,40.0
3.0,169.0
3.0,797.0
3.0,641.0
3.0,320.0
3.0,892.0
3.0,842.0
3.0,487.0
3.0,285.0
3.0,604.0
3.0,188.0
3.0,948.0
4.0,369.0
4.0,846.0
4.0,22.0
4.0,1006.0
4.0,668.0
4.0,856.0
4.0,648.0
4.0,805.0
4.0,687.0
4.0,433.0
4.0,149.0
4.0,108.0
5.0,45.0
5.0,844.0
5.0,476.0
5.0,364.0
5.0,871.0
5.0,950.0
5.0,315.0
5.0,823.0
5.0,404.0
5.0,345.0
5.0,85.0
5.0,713.0
6.0,652.0
6.0,19.0
6.0,987.0
6.0,59.0
6.0,572.0
6.0,887.0
6.0,137.0
6.0,189.0
6.0,866.0
6.0,725.0
6.0,397.0
6.0,127.0
7.0,638.0
7.0,465.0
7.0,135.0
7.0,772.0
7.0,353.0
7.0,873.0
7.0,188.0
7.0,234.0
7.0,777.0
7.0,794.0
7.0,621.0
7.0,589.0
8.0,38.0
8.0,505.0
8.0,500.0
8.0,322.0
8.0,481.0
8.0,882.0
8.0,166.0
8.0,85.0
8.0,622.0
8.0,199.0
8.0,347.0
8.0,521.0
9.0,288.0
9.0,167.0
9.0,718.0
9.0,329.0
9.0,87.0
9.0,1020.0
9.0,560.0
9.0,461.0
9.0,642.0
9.0,368.0
9.0,523.0
9.0,227.0
10.0,637.0
10.0,398.0
10.0,468.0
10.0,798.0
10.0,351.0
10.0,185.0
10.0,601.0
10.0,735.0
10.0,693.0
10.0,65.0
10.0,754.0
10.0,145.0
11.0,488.0
11.0,55.0
11.0,719.0
11.0,794.0
11.0,649.0
11.0,238.0
11.0,580.0
11.0,702.0
11.0,270.0
11.0,856.0
11.0,323.0
11.0,943.0
12.0,533.0
