i,j
0.0,900.0
0.0,597.0
0.0,279.0
0.0,158.0
0.0,640.0
0.0,157.0
0.0,608.0
0.0,486.0
0.0,188.0
0.0,1031.0
0.0,243.0
0.0,865.0
1.0,53.0
1.0,1033.0
1.0,38.0
1.0,354.0
1.0,461.0
1.0,766.0
1.0,944.0
1.0,579.0
1.0,58.0
1.0,93.0
1.0,252.0
1.0,770.0
2.0,908.0
2.0,940.0
2.0,323.0
2.0,833.0
2.0,861.0
2.0,621.0
2.0,914.0
2.0,149.0
2.0,377.0
2.0,761.0
2.0,251.0
2.0,496.0
3.0,234.0
3.0,41.0
3.0,350.0
3.0,981.0
3.0,975.0
3.0,408.0
3.0,192.0
3.0,911.0
3.0,54.0
3.0,786.0
3.0,448.0
3.0,383.0
4.0,874.0
4.0,254.0
4.0,681.0
4.0,1031.0
4.0,119.0
4.0,625.0
4.0,698.0
4.0,1012.0
4.0,32.0
4.0,667.0
4.0,992.0
4.0,932.0
5.0,53.0
5.0,766.0
5.0,811.0
5.0,432.0
5.0,293.0
5.0,426.0
5.0,506.0
5.0,680.0
5.0,85.0
5.0,29.0
5.0,31.0
5.0,45.0
6.0,436.0
6.0,248.0
6.0,981.0
6.0,41.0
6.0,599.0
6.0,628.0
6.0,1008.0
6.0,278.0
6.0,923.0
6.0,430.0
6.0,926.0
6.0,145.0
7.0,673.0
7.0,66.0
7.0,848.0
7.0,833.0
7.0,772.0
7.0,303.0
7.0,402.0
7.0,379.0
7.0,1005.0
7.0,2.0
7.0,22.0
7.0,1000.0
8.0,835.0
8.0,253.0
8.0,255.0
8.0,704.0
8.0,506.0
8.0,199.0
8.0,793.0
8.0,547.0
8.0,164.0
8.0,476.0
8.0,85.0
8.0,647.0
9.0,83.0
9.0,1031.0
9.0,834.0
9.0,820.0
9.0,245.0
9.0,736.0
9.0,907.0
9.0,574.0
9.0,996.0
9.0,687.0
9.0,463.0
9.0,507.0
10.0,316.0
10.0,798.0
10.0,314.0
10.0,129.0
10.0,88.0
10.0,930.0
10.0,230.0
10.0,918.0
10.0,596.0
10.0,814.0
10.0,389.0
10.0,939.0
11.0,270.0
11.0,488.0
11.0,148.0
11.0,800.0
11.0,285.0
11.0,971.0
11.0,13.0
11.0,936.0
11.0,797.0
11.0,343.0
11.0,943.0
11.0,750.0
12.0,546.0
12.0,830.0
12.0,431.0
12.0,788.0
12.0,642.0
12.0,408.0
12.0,747.0
12.0,533.0
12.0,383.0
12.0,746.0
12.0,187.0
12.0,420.0
13.0,732.0
13.0,741.0
13.0,402.0
13.0,874.0
13.0,594.0
13.0,455.0
13.0,661.0
13.0,758.0
13.0,557.0
13.0,824.0
13.0,673.0
13.0,940.0
