i,j
0.0,235.0
0.0,994.0
0.0,944.0
0.0,27.0
0.0,701.0
0.0,44.0
0.0,1024.0
0.0,430.0
0.0,599.0
0.0,19.0
0.0,838.0
0.0,193.0
1.0,452.0
1.0,400.0
1.0,639.0
1.0,663.0
1.0,608.0
1.0,521.0
1.0,345.0
1.0,278.0
1.0,94.0
1.0,113.0
1.0,109.0
1.0,784.0
2.0,590.0
2.0,536.0
2.0,810.0
2.0,638.0
2.0,661.0
2.0,747.0
2.0,846.0
2.0,36.0
2.0,402.0
2.0,990.0
2.0,618.0
2.0,1017.0
3.0,207.0
3.0,142.0
3.0,715.0
3.0,658.0
3.0,128.0
3.0,417.0
3.0,48.0
3.0,725.0
3.0,573.0
3.0,362.0
3.0,591.0
3.0,468.0
4.0,290.0
4.0,353.0
4.0,411.0
4.0,12.0
4.0,706.0
4.0,167.0
4.0,20.0
4.0,889.0
4.0,830.0
4.0,15.0
4.0,670.0
4.0,206.0
5.0,655.0
5.0,871.0
5.0,647.0
5.0,822.0
5.0,1.0
5.0,93.0
5.0,1009.0
5.0,677.0
5.0,264.0
5.0,927.0
5.0,863.0
5.0,309.0
6.0,710.0
6.0,980.0
6.0,664.0
6.0,922.0
6.0,959.0
6.0,296.0
6.0,9.0
6.0,71.0
6.0,89.0
6.0,493.0
6.0,330.0
6.0,879.0
7.0,702.0
7.0,399.0
7.0,247.0
7.0,937.0
7.0,501.0
7.0,569.0
7.0,519.0
7.0,983.0
7.0,251.0
7.0,303.0
7.0,981.0
7.0,621.0
8.0,85.0
8.0,49.0
8.0,1033.0
8.0,602.0
8.0,432.0
8.0,823.0
8.0,476.0
8.0,104.0
8.0,429.0
8.0,255.0
8.0,352.0
8.0,140.0
9.0,849.0
9.0,244.0
9.0,780.0
9.0,931.0
9.0,442.0
9.0,212.0
9.0,574.0
9.0,378.0
9.0,405.0
9.0,269.0
9.0,1009.0
9.0,224.0
10.0,248.0
10.0,145.0
10.0,880.0
10.0,1002.0
10.0,166.0
10.0,351.0
10.0,132.0
10.0,735.0
10.0,109.0
10.0,1026.0
10.0,601.0
10.0,923.0
11.0,409.0
11.0,174.0
11.0,84.0
11.0,831.0
11.0,468.0
11.0,810.0
11.0,184.0
11.0,444.0
11.0,263.0
11.0,406.0
11.0,373.0
11.0,236.0
12.0,993.0
12.0,997.0
12.0,507.0
12.0,210.0
12.0,95.0
12.0,165.0
12.0,913.0
12.0,360.0
12.0,279.0
12.0,994.0
12.0,310.0
12.0,524.0
13.0,633.0
13.0,87.0
13.0,532.0
13.0,661.0
13.0,511.0
13.0,858.0
13.0,759.0
13.0,271.0
13.0,455.0
13.0,714.0
13.0,383.0
13.0,266.0
14.0,704.0
14.0,806.0
14.0,118.0
14.0,376.0
14.0,18.0
14.0,898.0
14.0,909.0
14.0,549.0
14.0,195.0
14.0,915.0
14.0,312.0
14.0,1012.0
15.0,922.0
15.0,499.0
15.0,805.0
15.0,136.0
15.0,242.0
15.0,123.0
15.0,863.0
15.0,547.0
15.0,933.0
15.0,712.0
15.0,524.0
15.0,756.0
16.0,78.0
16.0,4.0
16.0,662.0
16.0,385.0
16.0,655.0
16.0,358.0
16.0,566.0
16.0,11.0
16.0,580.0
16.0,207.0
16.0,59.0
16.0,71.0
17.0,95.0
17.0,664.0
17.0,159.0
17.0,896.0
17.0,955.0
17.0,632.0
17.0,316.0
17.0,185.0
17.0,924.0
17.0,705.0
17.0,852.0
17.0,760.0
18.0,692.0
18.0,138.0
18.0,783.0
18.0,37.0
18.0,848.0
18.0,118.0
18.0,233.0
18.0,391.0
18.0,271.0
18.0,111.0
18.0,489.0
18.0,393.0
19.0,218.0
19.0,838.0
19.0,326.0
19.0,117.0
19.0,681.0
19.0,646.0
19.0,756.0
19.0,996.0
19.0,1008.0
19.0,182.0
19.0,887.0
19.0,91.0
20.0,631.0
20.0,832.0
20.0,241.0
20.0,188.0
20.0,969.0
20.0,220.0
20.0,436.0
20.0,622.0
20.0,778.0
20.0,944.0
20.0,575.0
20.0,599.0
21.0,86.0
21.0,814.0
21.0,406.0
21.0,405.0
21.0,311.0
21.0,654.0
21.0,3.0
21.0,878.0
21.0,468.0
21.0,755.0
21.0,323.0
21.0,757.0
22.0,640.0
22.0,827.0
22.0,670.0
22.0,794.0
22.0,938.0
22.0,523.0
22.0,900.0
22.0,960.0
22.0,234.0
22.0,317.0
22.0,402.0
22.0,359.0
23.0,546.0
23.0,188.0
23.0,309.0
23.0,130.0
23.0,205.0
23.0,301.0
23.0,244.0
23.0,320.0
23.0,156.0
23.0,979.0
23.0,558.0
23.0,330.0
24.0,112.0
24.0,609.0
24.0,838.0
24.0,115.0
24.0,95.0
24.0,208.0
24.0,254.0
24.0,431.0
24.0,126.0
24.0,868.0
24.0,166.0
24.0,548.0
25.0,740.0
25.0,373.0
25.0,286.0
25.0,950.0
25.0,183.0
25.0,559.0
25.0,647.0
25.0,832.0
25.0,939.0
25.0,354.0
25.0,970.0
25.0,446.0
26.0,588.0
26.0,240.0
26.0,637.0
26.0,437.0
26.0,564.0
26.0,325.0
26.0,855.0
26.0,403.0
26.0,768.0
26.0,144.0
