i,j
0,959
0,1124
0,1736
0,335
0,394
0,939
1,1510
1,1695
1,1783
1,387
1,1336
1,835
1,291
2,831
2,1080
2,610
2,632
2,565
2,1349
2,101
2,1202
2,1142
3,1024
3,245
3,759
3,1114
3,1464
3,1515
3,1486
3,556
3,85
3,1175
4,1633
4,1609
4,1384
4,1769
4,1060
4,213
5,989
5,1362
5,695
5,1557
5,1464
5,395
5,1475
5,1501
5,678
5,1471
5,1476
6,29
6,66
6,227
6,1082
6,314
6,1056
6,1246
6,1450
6,261
7,850
7,294
7,1173
7,1412
7,330
7,1277
7,873
7,1033
7,300
7,256
7,1694
8,789
8,1079
8,925
8,893
8,24
8,1469
8,602
8,1484
8,920
8,753
9,293
9,1068
9,860
9,777
9,1535
9,618
10,1700
10,401
10,641
10,1369
10,260
10,713
11,1660
11,454
11,1601
11,1420
11,1191
12,770
12,1276
12,1623
12,40
12,325
12,1047
12,273
12,1017
12,1485
13,76
13,1584
13,1118
13,1629
13,903
13,1245
14,1305
14,1088
14,1559
14,1590
14,1177
14,439
14,1199
14,240
14,747
14,1508
14,47
15,382
15,1257
15,1352
15,314
15,329
15,482
15,456
15,1075
16,1778
16,1673
16,1004
16,692
16,1476
16,1773
16,148
16,1206
16,476
17,78
17,702
17,1364
17,840
17,1077
17,276
17,1267
17,783
17,627
17,941
18,1042
18,872
18,294
18,1663
18,745
18,1724
19,936
19,68
19,1060
20,623
20,1145
20,1275
20,68
20,172
20,1208
20,173
20,1570
20,1238
21,33
21,846
21,1252
21,1694
21,1611
21,310
21,1110
21,1423
21,354
22,1244
22,374
22,925
22,250
22,1660
22,485
22,40
22,1569
23,863
23,408
23,1450
23,924
23,685
23,1756
23,504
23,648
23,426
23,102
23,538
23,533
23,343
24,537
24,1489
24,1068
24,143
24,1610
24,446
24,821
24,1721
24,392
24,349
24,1256
24,1318
24,959
24,148
24,1741
24,1512
24,637
24,464
24,654
24,486
24,1486
24,265
24,387
24,264
25,1078
25,246
25,1086
25,640
25,202
25,1209
25,1030
25,1456
25,1583
25,65
25,519
25,858
25,1713
25,343
26,1037
26,1413
27,1104
27,73
27,451
27,1372
27,788
27,1552
27,1356
27,1646
27,140
27,419
27,779
28,1735
28,1424
28,1411
28,1483
28,563
28,1111
28,248
29,233
29,368
29,279
29,209
29,395
29,1509
29,130
29,1299
29,1298
29,1159
29,438
29,1661
30,1711
30,1725
30,1402
30,897
30,1162
30,361
30,352
30,1378
30,322
30,415
30,1272
30,1699
30,1263
30,1137
30,1513
30,1426
30,561
30,776
31,796
31,820
31,586
31,972
31,1118
31,1668
32,792
32,1280
32,258
33,128
33,321
33,1645
33,688
33,826
33,1732
33,1276
33,1425
34,1124
34,790
34,869
34,744
35,1671
35,1588
35,1265
35,1399
35,802
35,753
35,1616
35,116
35,442
35,487
35,1760
36,678
36,1665
36,656
36,546
36,533
37,1492
37,895
37,1271
37,403
37,1535
37,1264
37,1274
37,1668
37,1143
38,1238
38,1207
38,518
38,989
38,152
38,1337
38,346
38,831
38,817
38,1634
38,1098
39,1027
39,774
39,1777
39,51
39,901
39,907
40,531
40,1648
40,1418
40,338
40,1475
40,1733
40,822
40,1487
40,442
40,291
40,1642
40,955
41,992
41,837
41,638
41,1577
41,1617
41,438
41,1550
41,1000
42,1775
42,1418
42,274
42,379
42,1547
42,802
42,1223
42,1260
42,858
42,1050
42,1250
42,1536
42,282
42,1666
43,516
43,141
43,959
43,1739
43,372
43,276
43,768
44,597
44,785
44,121
44,171
45,1707
45,1124
45,1712
45,746
45,1104
45,286
45,60
45,671
46,1161
46,483
46,1658
46,868
46,316
46,974
46,555
46,875
46,552
46,1247
46,1746
47,1699
47,917
47,615
47,589
47,203
47,1050
47,835
47,435
47,406
47,76
48,81
48,127
48,1764
48,521
48,1515
48,91
49,285
49,545
49,1659
49,387
49,337
49,750
49,60
49,1285
50,1479
50,492
50,1581
50,793
50,325
50,402
50,239
50,1673
50,1474
50,63
50,1512
50,66
51,1407
51,1508
51,1264
51,703
51,990
52,1353
52,1413
52,653
52,1460
52,466
53,1384
53,556
53,441
53,637
53,894
53,1561
53,1153
53,1405
53,493
53,239
53,1291
53,1518
53,945
53,1570
54,1389
54,350
54,689
54,606
54,218
54,153
54,1406
54,351
54,60
55,894
55,75
55,966
55,1352
55,551
55,1692
55,69
55,1685
56,70
56,1717
56,949
56,1502
56,1166
57,506
57,1018
57,886
57,614
57,1580
58,1445
58,1214
58,1339
58,1137
58,1343
59,413
59,1775
59,1413
59,60
59,1575
59,1404
60,461
60,1611
60,244
60,827
60,1705
60,163
60,1033
60,1255
60,1518
60,1249
60,202
60,382
61,505
61,620
61,1295
61,1094
61,791
62,192
62,1469
62,1070
62,196
62,165
62,622
62,257
62,1441
62,654
62,74
62,401
62,1435
62,466
63,898
63,841
63,846
63,310
63,990
63,1497
63,608
63,1257
63,832
63,291
64,363
64,1778
64,296
64,810
64,534
64,466
64,403
64,1615
64,760
64,975
64,229
64,1367
64,1252
65,1349
65,216
65,777
65,1050
65,1351
65,561
65,1546
65,557
66,1768
66,163
66,1257
66,1211
66,446
66,436
66,1089
66,680
66,1655
66,1348
66,738
66,418
66,1286
66,957
67,1298
67,1177
67,731
67,1158
67,1629
67,543
67,1613
67,446
67,198
67,1232
68,723
68,1438
68,1568
68,554
68,1426
68,435
68,1602
68,1056
68,913
68,646
69,264
69,618
69,753
69,78
69,1644
69,574
69,1115
69,1518
69,506
69,898
69,1467
69,208
69,1366
69,1754
69,1052
69,410
70,606
70,80
70,368
70,701
70,1215
70,747
70,945
70,1371
70,181
70,531
70,1753
70,1112
70,700
70,1534
70,844
71,968
71,505
71,221
71,1263
71,1486
71,456
71,927
71,391
71,108
72,202
72,166
72,247
72,1399
72,305
72,611
72,1611
73,886
73,543
73,456
74,636
74,726
74,202
74,715
74,624
74,1358
74,765
74,373
74,935
74,891
74,556
74,553
74,968
74,328
74,1725
74,518
74,1459
74,796
74,813
74,221
74,880
74,1588
74,1017
74,662
74,741
74,1252
74,262
74,817
74,1055
74,1106
74,1095
74,1101
74,1755
74,1264
74,1540
74,902
75,604
75,746
75,1022
75,116
75,768
75,485
75,1480
75,81
75,260
75,1292
75,650
75,461
75,1264
75,1650
75,900
76,1652
76,1537
76,466
76,1447
76,413
76,1208
76,412
76,1431
76,928
76,761
76,1557
77,1705
77,447
77,321
78,881
78,1341
78,1230
78,779
78,1403
79,206
79,1167
79,1727
79,464
79,1604
79,1764
79,239
79,533
79,1045
80,1558
80,716
80,1233
80,1226
80,792
80,141
80,1690
80,508
80,1709
80,1209
80,1297
81,1757
81,939
81,602
81,827
81,935
81,1262
81,337
81,900
81,417
81,1642
82,656
82,1522
82,1001
82,617
82,1163
82,169
82,1089
82,613
82,639
82,880
82,720
83,383
83,325
83,1694
83,1287
83,580
83,1510
83,738
83,94
83,1384
83,1279
83,714
83,248
83,590
84,370
84,1736
84,1699
84,1760
84,111
84,533
84,590
84,1764
84,997
85,960
85,1460
85,1547
85,1304
85,1210
85,1742
85,1590
86,866
86,1774
86,366
86,985
87,337
87,245
87,1026
87,1017
87,1464
87,1669
87,1729
88,988
88,852
88,785
88,542
88,578
89,831
89,1781
89,183
89,822
90,1107
90,1400
90,1347
90,1485
90,116
90,641
90,610
90,633
90,1304
90,1620
90,567
90,153
91,849
91,281
91,461
91,623
91,562
91,850
91,771
91,644
92,630
92,1066
92,350
92,430
92,1144
92,527
92,842
93,699
93,503
93,632
93,556
93,1465
93,747
93,1213
93,1046
93,1094
93,163
93,377
94,994
94,1498
94,113
94,957
94,136
94,455
94,1257
94,1070
94,761
94,1616
94,1517
94,642
94,778
94,784
95,1623
95,1376
95,204
95,790
95,306
95,285
95,1519
95,222
95,544
95,352
95,379
95,497
95,1569
95,384
96,556
96,1766
96,247
96,327
96,408
96,159
96,343
97,1610
97,1636
97,1745
97,1248
97,952
97,984
97,134
97,1764
97,823
97,232
97,1601
97,673
97,1186
97,536
97,988
98,1769
98,867
98,1568
98,1571
98,778
98,1341
98,1510
98,1533
99,351
99,1119
99,1257
99,1495
99,606
99,213
99,424
99,207
99,1443
99,349
100,1717
100,649
100,1070
100,1274
100,617
101,871
101,350
101,981
101,227
101,1731
101,1082
101,1544
101,705
101,1445
101,590
101,1613
102,1400
102,840
102,675
102,1184
102,530
102,1132
102,1754
102,1221
102,740
102,671
102,1237
102,386
103,1009
103,1751
103,253
103,1158
103,513
103,1679
103,1721
103,363
103,802
103,1533
103,1541
103,1000
103,1714
103,1540
103,647
103,747
103,1643
103,1737
103,1067
103,926
103,1236
103,367
103,197
104,572
104,1360
104,1017
104,824
104,1309
104,838
104,951
104,1361
105,822
105,1671
105,1348
105,1411
105,1495
105,1785
105,1686
105,1158
105,418
106,1758
106,1456
106,1496
106,224
106,1004
106,1184
107,961
107,1219
107,841
107,455
107,606
107,835
107,123
107,759
108,561
108,1468
108,298
108,834
108,1371
108,400
108,1624
108,600
109,1510
109,151
109,990
109,766
109,1244
109,584
109,517
109,1675
109,1571
109,336
110,1506
110,511
110,1447
110,1314
110,1286
111,1596
111,1168
111,966
111,1194
111,1669
111,1480
111,1784
112,1775
112,1732
112,1352
112,1046
112,1688
112,505
112,1550
112,386
112,1264
112,1287
112,1060
113,733
113,772
113,175
113,193
113,369
114,1155
114,1542
114,1519
114,857
114,1179
114,309
114,1196
114,1718
114,274
114,1384
115,1642
115,1601
115,1730
115,1050
115,707
115,261
115,785
115,908
116,673
116,212
116,1464
116,760
116,821
116,1116
116,1518
116,683
116,627
116,1483
116,1411
117,484
117,732
117,777
117,925
117,717
117,377
118,1781
118,1769
118,1503
118,1764
119,248
119,1544
119,1672
119,558
120,1426
120,1176
120,342
120,1328
120,887
121,495
121,743
121,131
121,1011
122,613
122,940
122,1640
122,496
122,454
122,1406
122,678
122,1276
122,1372
122,248
122,1502
122,198
122,1668
123,201
123,633
123,446
123,726
123,1568
123,530
123,1348
123,1446
123,1152
123,664
123,384
124,1552
124,920
124,1356
124,781
124,1504
124,573
124,1337
125,1726
125,1388
125,868
125,1562
125,1510
125,1262
125,1568
125,766
125,618
125,1650
125,1608
125,1403
126,1563
126,1071
126,770
126,957
126,409
126,266
126,919
126,1196
126,658
126,177
126,1486
126,1293
126,716
126,584
126,1274
126,261
126,1307
126,1340
126,1051
126,518
126,1572
126,1680
126,786
126,823
127,1559
127,380
127,1454
128,1365
128,1053
128,647
128,1148
128,257
128,158
128,840
128,320
128,1503
128,892
128,316
128,1395
128,1633
129,1108
129,1677
129,1680
129,1486
129,1718
129,309
129,343
129,1675
129,940
129,1124
129,230
129,1435
129,436
130,1111
130,1377
130,491
130,1225
130,1530
130,913
130,1364
131,193
131,1646
131,1359
131,282
131,851
131,1403
131,747
131,1217
131,1092
131,547
131,594
132,483
133,1069
133,388
133,343
133,1364
133,1238
134,1654
134,148
134,499
134,1673
134,713
134,1130
134,1784
135,858
135,846
135,445
135,1677
136,930
136,509
136,411
136,1764
136,652
136,1775
136,1063
136,228
136,640
136,1727
136,1487
136,975
136,357
136,901
137,850
137,1158
137,741
137,1594
137,966
137,1004
137,1349
137,350
137,953
138,937
138,251
138,191
138,1751
138,1118
138,474
139,666
139,1406
139,222
139,289
139,1200
139,1279
139,822
139,217
140,713
140,869
140,903
140,1213
140,1553
140,453
140,1251
140,549
141,986
141,394
141,382
141,808
141,307
141,966
142,583
142,686
142,1557
142,1438
142,309
142,722
142,1021
142,1047
142,787
143,1701
143,1209
143,1760
143,406
143,183
143,1406
143,1442
143,868
143,1017
143,1279
143,1254
143,484
143,869
143,886
143,928
143,1198
143,1505
143,1460
144,702
144,1755
144,380
144,764
144,1677
144,1155
144,1358
144,1690
144,986
144,972
144,607
144,1395
144,1377
144,627
145,821
145,774
145,544
145,1681
145,435
145,473
145,1154
145,1050
145,855
145,1692
145,1625
146,755
146,1060
146,449
146,1101
146,743
146,490
146,400
146,1497
147,1289
147,1151
147,1436
148,1658
148,941
148,1396
148,1639
148,1714
148,1785
148,742
148,656
148,921
148,1258
148,1594
149,869
149,406
149,1287
149,963
149,1718
149,396
149,1486
149,1038
149,1183
149,417
149,494
150,465
150,1332
150,1698
150,594
150,1314
150,1486
150,1207
150,738
150,1194
150,953
150,1784
151,884
151,373
151,299
152,550
152,1659
152,1728
152,831
152,606
153,1742
153,484
153,212
153,617
153,744
153,1361
153,1638
153,540
153,941
153,1702
154,691
154,1413
154,720
154,1114
154,1060
154,1438
154,1601
154,1670
154,771
154,1657
154,1666
155,1458
155,1055
155,941
156,316
156,1035
156,176
156,1054
157,1038
157,1449
157,1001
157,1510
157,1028
157,1192
157,413
158,1642
158,1020
158,372
158,876
159,1310
159,1023
159,495
159,1398
159,591
160,908
160,782
160,1222
160,362
160,1084
160,685
160,1608
160,1342
160,256
160,1624
160,231
160,456
161,753
161,1662
161,584
161,1168
161,1651
161,432
161,685
161,1602
161,1111
161,1218
162,917
162,307
162,1020
162,265
162,671
162,753
162,1696
162,371
162,636
163,1271
163,203
163,727
163,209
163,737
163,1672
163,1741
163,329
163,1337
163,963
163,532
163,860
163,855
163,1263
163,607
163,1367
163,1455
163,197
164,430
164,759
164,599
164,1055
164,173
164,313
164,934
164,1245
164,1669
164,1765
164,787
164,584
165,1497
165,808
165,1656
