i,j
0,176
0,450
0,498
1,646
1,1146
1,181
1,193
1,269
1,587
1,1625
1,13
2,1784
2,1067
2,745
2,1582
2,687
2,1715
2,1105
2,484
2,293
2,1384
2,1548
3,283
3,1595
3,1169
3,1324
3,113
3,679
3,1562
4,1390
4,130
4,1503
4,1777
4,1649
4,1092
4,253
4,1735
4,1314
5,128
5,1643
5,926
5,416
5,381
6,252
6,276
6,1407
6,270
6,349
6,1645
6,630
6,644
6,1269
6,253
7,1003
7,1533
7,20
7,376
7,1126
7,803
7,308
8,1389
8,255
8,1033
8,442
8,403
8,823
9,1280
9,1407
9,66
9,506
9,504
9,136
10,986
10,1354
10,729
10,300
10,855
10,1452
10,1691
10,84
10,1715
10,1409
10,456
10,598
10,361
11,588
11,1704
11,845
11,1017
11,561
11,579
11,566
11,997
11,890
11,438
11,1591
11,767
11,360
11,1488
12,1331
12,1149
12,1494
12,377
12,1425
12,558
12,119
13,1659
13,71
13,231
14,161
14,167
14,1716
14,1158
14,653
14,568
14,525
14,842
14,1404
14,234
14,702
14,1255
14,976
14,1386
14,873
14,979
14,497
15,770
15,971
15,1764
15,1260
15,1780
15,1227
15,237
15,1332
15,1197
16,1107
16,119
16,49
16,1493
16,379
17,1428
17,39
17,49
17,773
17,685
17,253
17,1299
17,1150
17,279
17,1289
17,328
17,363
18,688
18,43
18,27
18,599
18,511
18,424
18,1763
19,328
19,213
19,271
19,1769
19,564
19,1660
19,1591
20,1608
20,1361
20,1530
20,727
21,791
21,1251
21,1303
21,1031
21,1304
21,861
21,1217
21,617
22,962
22,1525
22,1453
22,44
22,839
22,527
23,183
23,1004
24,1523
24,1081
24,1538
24,1457
24,309
24,1406
24,1127
25,1153
25,1507
25,1093
25,1604
25,1593
25,1576
25,530
26,459
26,739
26,1318
26,1070
26,1214
26,978
26,305
26,1288
26,933
26,170
26,1065
27,1536
27,785
27,1306
27,1602
27,1115
27,999
27,314
27,129
28,1087
28,1552
28,942
28,1536
28,1607
28,1673
28,1763
28,776
28,1721
28,1778
28,481
29,1507
29,1296
29,1539
29,527
29,1731
29,1582
29,1624
30,50
30,1016
30,194
30,849
31,1032
31,1570
31,1599
31,1385
31,304
31,1165
31,732
31,455
31,945
32,1383
