i,j
0.0,192.0
0.0,344.0
0.0,215.0
0.0,147.0
0.0,176.0
1.0,4.0
1.0,172.0
1.0,221.0
1.0,216.0
1.0,203.0
2.0,384.0
2.0,388.0
2.0,280.0
2.0,402.0
2.0,175.0
3.0,144.0
3.0,295.0
3.0,136.0
3.0,365.0
3.0,332.0
4.0,44.0
4.0,60.0
4.0,216.0
4.0,43.0
4.0,245.0
5.0,185.0
5.0,397.0
5.0,51.0
5.0,55.0
5.0,75.0
6.0,42.0
6.0,247.0
6.0,156.0
6.0,362.0
6.0,74.0
7.0,225.0
7.0,284.0
7.0,77.0
7.0,65.0
7.0,72.0
8.0,236.0
8.0,309.0
8.0,49.0
8.0,32.0
8.0,193.0
9.0,293.0
9.0,156.0
9.0,328.0
9.0,277.0
9.0,35.0
10.0,207.0
10.0,82.0
10.0,84.0
10.0,374.0
10.0,198.0
11.0,83.0
11.0,380.0
11.0,332.0
11.0,340.0
11.0,236.0
12.0,231.0
12.0,382.0
12.0,172.0
12.0,375.0
12.0,245.0
13.0,51.0
13.0,258.0
13.0,123.0
13.0,397.0
13.0,94.0
14.0,192.0
14.0,132.0
14.0,15.0
14.0,286.0
14.0,33.0
15.0,151.0
15.0,117.0
15.0,198.0
15.0,240.0
15.0,14.0
16.0,121.0
16.0,180.0
16.0,128.0
16.0,274.0
16.0,130.0
17.0,88.0
17.0,237.0
17.0,246.0
17.0,232.0
17.0,357.0
18.0,125.0
18.0,38.0
18.0,385.0
18.0,268.0
18.0,290.0
19.0,85.0
19.0,62.0
19.0,108.0
19.0,244.0
19.0,40.0
20.0,236.0
20.0,152.0
20.0,100.0
20.0,154.0
20.0,282.0
21.0,279.0
21.0,206.0
21.0,386.0
21.0,366.0
21.0,41.0
22.0,210.0
22.0,109.0
22.0,321.0
22.0,333.0
22.0,330.0
23.0,36.0
23.0,308.0
23.0,384.0
23.0,370.0
23.0,284.0
24.0,238.0
24.0,239.0
24.0,101.0
24.0,400.0
24.0,29.0
25.0,103.0
25.0,213.0
25.0,176.0
25.0,338.0
25.0,264.0
26.0,240.0
26.0,242.0
26.0,198.0
26.0,307.0
26.0,182.0
27.0,387.0
27.0,177.0
27.0,208.0
27.0,175.0
27.0,299.0
28.0,110.0
28.0,71.0
28.0,49.0
28.0,244.0
28.0,175.0
29.0,239.0
29.0,400.0
29.0,184.0
29.0,367.0
29.0,350.0
30.0,96.0
30.0,212.0
30.0,322.0
30.0,250.0
30.0,141.0
31.0,116.0
31.0,296.0
31.0,168.0
31.0,276.0
31.0,6.0
32.0,135.0
32.0,175.0
32.0,80.0
32.0,36.0
32.0,166.0
33.0,193.0
33.0,345.0
33.0,213.0
33.0,391.0
33.0,384.0
34.0,46.0
34.0,355.0
34.0,201.0
34.0,114.0
34.0,144.0
35.0,311.0
35.0,64.0
35.0,207.0
35.0,328.0
35.0,9.0
36.0,154.0
36.0,244.0
36.0,313.0
36.0,23.0
36.0,193.0
37.0,40.0
37.0,28.0
37.0,49.0
37.0,161.0
37.0,85.0
38.0,294.0
38.0,26.0
38.0,401.0
38.0,230.0
38.0,205.0
39.0,318.0
39.0,78.0
39.0,320.0
39.0,232.0
39.0,13.0
40.0,62.0
40.0,161.0
40.0,374.0
40.0,208.0
40.0,313.0
41.0,167.0
41.0,132.0
41.0,131.0
41.0,268.0
41.0,71.0
42.0,47.0
42.0,339.0
42.0,323.0
42.0,262.0
42.0,217.0
43.0,403.0
43.0,335.0
43.0,92.0
43.0,121.0
43.0,375.0
44.0,70.0
44.0,261.0
44.0,130.0
44.0,16.0
44.0,235.0
45.0,353.0
45.0,96.0
45.0,351.0
45.0,243.0
45.0,141.0
46.0,287.0
46.0,50.0
46.0,105.0
46.0,347.0
46.0,150.0
47.0,139.0
47.0,107.0
47.0,250.0
47.0,42.0
47.0,325.0
48.0,245.0
48.0,382.0
48.0,220.0
48.0,303.0
48.0,375.0
49.0,154.0
49.0,380.0
49.0,37.0
49.0,166.0
49.0,347.0
50.0,150.0
50.0,191.0
50.0,287.0
50.0,355.0
50.0,346.0
51.0,31.0
51.0,386.0
51.0,232.0
51.0,257.0
51.0,324.0
52.0,0.0
52.0,197.0
52.0,70.0
52.0,4.0
52.0,162.0
53.0,256.0
53.0,303.0
53.0,335.0
53.0,403.0
53.0,200.0
54.0,19.0
54.0,29.0
54.0,254.0
54.0,395.0
54.0,199.0
55.0,296.0
55.0,371.0
55.0,13.0
55.0,378.0
55.0,157.0
56.0,183.0
56.0,135.0
56.0,162.0
56.0,167.0
56.0,319.0
57.0,268.0
57.0,347.0
57.0,309.0
57.0,155.0
57.0,103.0
58.0,325.0
58.0,109.0
58.0,362.0
58.0,157.0
58.0,129.0
59.0,81.0
59.0,314.0
59.0,51.0
59.0,204.0
59.0,66.0
60.0,127.0
60.0,177.0
60.0,375.0
60.0,52.0
60.0,48.0
61.0,208.0
61.0,245.0
61.0,396.0
61.0,199.0
61.0,121.0
62.0,350.0
62.0,395.0
62.0,181.0
62.0,115.0
62.0,19.0
63.0,204.0
63.0,314.0
63.0,89.0
63.0,169.0
63.0,228.0
64.0,328.0
64.0,141.0
64.0,226.0
64.0,109.0
64.0,9.0
65.0,192.0
65.0,15.0
65.0,240.0
65.0,7.0
65.0,284.0
66.0,63.0
66.0,89.0
66.0,67.0
66.0,397.0
66.0,393.0
67.0,376.0
67.0,225.0
67.0,373.0
67.0,30.0
67.0,119.0
68.0,26.0
68.0,354.0
68.0,117.0
68.0,18.0
68.0,14.0
69.0,386.0
69.0,134.0
69.0,371.0
69.0,20.0
69.0,17.0
70.0,189.0
70.0,392.0
70.0,130.0
70.0,121.0
70.0,43.0
71.0,178.0
71.0,402.0
71.0,297.0
71.0,236.0
71.0,230.0
72.0,143.0
72.0,288.0
72.0,98.0
72.0,306.0
72.0,148.0
73.0,98.0
73.0,36.0
73.0,267.0
73.0,105.0
73.0,134.0
74.0,22.0
74.0,210.0
74.0,333.0
74.0,156.0
74.0,6.0
75.0,258.0
75.0,13.0
75.0,69.0
75.0,116.0
75.0,257.0
76.0,337.0
76.0,208.0
76.0,368.0
76.0,147.0
76.0,170.0
77.0,140.0
77.0,306.0
77.0,137.0
77.0,354.0
77.0,227.0
78.0,190.0
78.0,310.0
78.0,320.0
78.0,105.0
78.0,346.0
79.0,15.0
79.0,317.0
79.0,241.0
79.0,25.0
79.0,338.0
80.0,264.0
80.0,71.0
80.0,117.0
80.0,68.0
80.0,134.0
81.0,39.0
81.0,310.0
81.0,78.0
81.0,352.0
81.0,185.0
82.0,294.0
82.0,384.0
82.0,152.0
82.0,125.0
82.0,240.0
83.0,236.0
83.0,244.0
83.0,49.0
83.0,8.0
83.0,309.0
84.0,125.0
84.0,171.0
84.0,198.0
84.0,207.0
84.0,230.0
85.0,92.0
85.0,334.0
85.0,40.0
85.0,312.0
85.0,229.0
86.0,77.0
86.0,140.0
86.0,119.0
86.0,245.0
86.0,277.0
87.0,220.0
87.0,271.0
87.0,27.0
87.0,285.0
87.0,385.0
88.0,345.0
88.0,17.0
88.0,167.0
88.0,393.0
88.0,155.0
89.0,294.0
89.0,132.0
89.0,336.0
89.0,228.0
89.0,213.0
90.0,305.0
90.0,122.0
90.0,342.0
90.0,291.0
90.0,129.0
91.0,269.0
91.0,259.0
91.0,82.0
91.0,79.0
91.0,152.0
92.0,368.0
92.0,87.0
92.0,349.0
92.0,288.0
92.0,307.0
93.0,254.0
93.0,235.0
93.0,260.0
93.0,388.0
93.0,374.0
94.0,371.0
94.0,257.0
94.0,13.0
94.0,69.0
94.0,378.0
95.0,381.0
95.0,125.0
95.0,306.0
95.0,10.0
95.0,180.0
96.0,119.0
96.0,281.0
96.0,109.0
96.0,30.0
96.0,64.0
97.0,56.0
97.0,381.0
97.0,308.0
97.0,72.0
97.0,345.0
98.0,286.0
98.0,237.0
98.0,155.0
98.0,313.0
98.0,298.0
99.0,33.0
99.0,242.0
99.0,280.0
99.0,268.0
99.0,41.0
100.0,195.0
100.0,154.0
100.0,72.0
100.0,32.0
100.0,384.0
101.0,304.0
101.0,40.0
101.0,37.0
101.0,307.0
101.0,387.0
102.0,40.0
102.0,233.0
102.0,244.0
102.0,349.0
102.0,394.0
103.0,97.0
103.0,240.0
103.0,336.0
103.0,95.0
103.0,242.0
104.0,296.0
104.0,252.0
104.0,386.0
104.0,228.0
104.0,69.0
105.0,358.0
105.0,360.0
105.0,165.0
105.0,120.0
105.0,282.0
106.0,187.0
106.0,221.0
106.0,216.0
106.0,163.0
106.0,1.0
107.0,255.0
107.0,209.0
107.0,379.0
107.0,113.0
107.0,251.0
108.0,395.0
108.0,124.0
108.0,136.0
108.0,383.0
108.0,54.0
109.0,321.0
109.0,58.0
109.0,311.0
109.0,156.0
109.0,42.0
110.0,358.0
110.0,36.0
110.0,100.0
110.0,28.0
110.0,401.0
111.0,387.0
111.0,72.0
111.0,236.0
111.0,370.0
111.0,363.0
112.0,128.0
112.0,220.0
112.0,140.0
112.0,177.0
112.0,130.0
113.0,185.0
113.0,173.0
113.0,228.0
113.0,47.0
113.0,279.0
114.0,136.0
114.0,144.0
114.0,332.0
114.0,295.0
114.0,244.0
115.0,263.0
115.0,385.0
115.0,102.0
115.0,254.0
115.0,233.0
116.0,51.0
116.0,55.0
116.0,168.0
116.0,276.0
116.0,255.0
117.0,125.0
117.0,230.0
117.0,56.0
117.0,317.0
117.0,298.0
118.0,168.0
118.0,255.0
118.0,397.0
118.0,104.0
118.0,252.0
119.0,339.0
119.0,399.0
119.0,259.0
119.0,351.0
119.0,91.0
120.0,159.0
120.0,236.0
120.0,290.0
120.0,402.0
120.0,98.0
121.0,261.0
121.0,374.0
121.0,153.0
121.0,248.0
121.0,231.0
122.0,189.0
122.0,112.0
122.0,217.0
