i,j
0.0,143.0
0.0,147.0
0.0,343.0
0.0,183.0
0.0,192.0
1.0,327.0
1.0,43.0
1.0,216.0
1.0,202.0
1.0,231.0
2.0,270.0
2.0,36.0
2.0,97.0
2.0,385.0
2.0,283.0
3.0,11.0
3.0,332.0
3.0,365.0
3.0,136.0
3.0,383.0
4.0,43.0
4.0,272.0
4.0,245.0
4.0,211.0
4.0,216.0
5.0,255.0
5.0,59.0
5.0,168.0
5.0,366.0
5.0,116.0
6.0,210.0
6.0,305.0
6.0,156.0
6.0,362.0
6.0,42.0
7.0,345.0
7.0,148.0
7.0,71.0
7.0,30.0
7.0,266.0
8.0,144.0
8.0,193.0
8.0,236.0
8.0,161.0
8.0,62.0
9.0,64.0
9.0,325.0
9.0,328.0
9.0,372.0
9.0,333.0
10.0,344.0
10.0,84.0
10.0,354.0
10.0,294.0
10.0,76.0
11.0,394.0
11.0,347.0
11.0,49.0
11.0,289.0
11.0,184.0
12.0,43.0
12.0,1.0
12.0,231.0
12.0,60.0
12.0,265.0
13.0,51.0
13.0,258.0
13.0,371.0
13.0,296.0
13.0,326.0
14.0,390.0
14.0,218.0
14.0,134.0
14.0,15.0
14.0,311.0
15.0,336.0
15.0,259.0
15.0,401.0
15.0,14.0
15.0,290.0
16.0,278.0
16.0,164.0
16.0,211.0
16.0,128.0
16.0,220.0
17.0,234.0
17.0,393.0
17.0,366.0
17.0,152.0
17.0,345.0
18.0,294.0
18.0,159.0
18.0,128.0
18.0,241.0
18.0,224.0
19.0,367.0
19.0,396.0
19.0,350.0
19.0,199.0
19.0,115.0
20.0,120.0
20.0,166.0
20.0,132.0
20.0,73.0
20.0,25.0
21.0,73.0
21.0,230.0
21.0,31.0
21.0,88.0
21.0,123.0
22.0,300.0
22.0,210.0
22.0,156.0
22.0,372.0
22.0,333.0
23.0,341.0
23.0,236.0
23.0,83.0
23.0,37.0
23.0,170.0
24.0,340.0
24.0,53.0
24.0,400.0
24.0,29.0
24.0,239.0
25.0,284.0
25.0,66.0
25.0,401.0
25.0,117.0
25.0,315.0
26.0,125.0
26.0,275.0
26.0,68.0
26.0,230.0
26.0,137.0
27.0,347.0
27.0,175.0
27.0,140.0
27.0,370.0
27.0,71.0
28.0,341.0
28.0,37.0
28.0,289.0
28.0,270.0
28.0,85.0
29.0,124.0
29.0,184.0
29.0,233.0
29.0,24.0
29.0,19.0
30.0,300.0
30.0,45.0
30.0,321.0
30.0,241.0
30.0,141.0
31.0,146.0
31.0,378.0
31.0,116.0
31.0,13.0
31.0,58.0
32.0,175.0
32.0,309.0
32.0,329.0
32.0,236.0
32.0,2.0
33.0,361.0
33.0,193.0
33.0,99.0
33.0,2.0
33.0,98.0
34.0,289.0
34.0,165.0
34.0,46.0
34.0,95.0
34.0,23.0
35.0,305.0
35.0,217.0
35.0,293.0
35.0,64.0
35.0,63.0
36.0,242.0
36.0,229.0
36.0,133.0
36.0,313.0
36.0,37.0
37.0,101.0
37.0,329.0
37.0,49.0
37.0,380.0
37.0,85.0
38.0,193.0
38.0,384.0
38.0,167.0
38.0,45.0
38.0,117.0
39.0,204.0
39.0,105.0
39.0,320.0
39.0,318.0
39.0,94.0
40.0,133.0
40.0,365.0
40.0,49.0
40.0,340.0
40.0,312.0
41.0,212.0
41.0,317.0
41.0,99.0
41.0,26.0
41.0,143.0
42.0,67.0
42.0,222.0
42.0,390.0
42.0,228.0
42.0,186.0
43.0,61.0
43.0,179.0
43.0,245.0
43.0,403.0
43.0,48.0
44.0,153.0
44.0,112.0
44.0,273.0
44.0,4.0
44.0,392.0
45.0,243.0
45.0,392.0
45.0,278.0
45.0,281.0
45.0,148.0
46.0,289.0
46.0,349.0
46.0,98.0
46.0,331.0
46.0,360.0
47.0,362.0
47.0,113.0
47.0,139.0
47.0,251.0
47.0,325.0
48.0,375.0
48.0,200.0
48.0,4.0
48.0,233.0
48.0,12.0
49.0,20.0
49.0,166.0
49.0,37.0
49.0,28.0
49.0,161.0
50.0,150.0
50.0,302.0
50.0,346.0
50.0,165.0
50.0,348.0
51.0,371.0
51.0,386.0
51.0,317.0
51.0,258.0
51.0,69.0
52.0,197.0
52.0,233.0
52.0,4.0
52.0,375.0
52.0,128.0
53.0,382.0
53.0,335.0
53.0,227.0
53.0,12.0
53.0,312.0
54.0,254.0
54.0,184.0
54.0,52.0
54.0,377.0
54.0,367.0
55.0,157.0
55.0,296.0
55.0,51.0
55.0,222.0
55.0,21.0
56.0,294.0
56.0,193.0
56.0,140.0
56.0,135.0
56.0,313.0
57.0,105.0
57.0,188.0
57.0,402.0
57.0,97.0
57.0,100.0
58.0,119.0
58.0,129.0
58.0,109.0
58.0,9.0
58.0,225.0
59.0,116.0
59.0,393.0
59.0,386.0
59.0,366.0
59.0,173.0
60.0,48.0
60.0,164.0
60.0,52.0
60.0,44.0
60.0,61.0
61.0,158.0
61.0,377.0
61.0,60.0
61.0,48.0
61.0,319.0
62.0,340.0
62.0,19.0
62.0,350.0
62.0,254.0
62.0,102.0
63.0,222.0
63.0,393.0
63.0,14.0
63.0,223.0
63.0,72.0
64.0,372.0
64.0,217.0
64.0,291.0
64.0,311.0
64.0,328.0
65.0,37.0
65.0,387.0
65.0,343.0
65.0,147.0
65.0,68.0
66.0,116.0
66.0,250.0
66.0,222.0
66.0,30.0
66.0,91.0
67.0,30.0
67.0,109.0
67.0,205.0
67.0,268.0
67.0,228.0
68.0,336.0
68.0,26.0
68.0,381.0
68.0,359.0
68.0,337.0
69.0,13.0
69.0,378.0
69.0,88.0
69.0,357.0
69.0,371.0
70.0,203.0
70.0,285.0
70.0,375.0
70.0,248.0
70.0,128.0
71.0,167.0
71.0,99.0
71.0,192.0
71.0,326.0
71.0,268.0
72.0,338.0
72.0,207.0
72.0,343.0
72.0,374.0
72.0,92.0
73.0,402.0
73.0,246.0
73.0,92.0
73.0,134.0
73.0,71.0
74.0,210.0
74.0,22.0
74.0,64.0
74.0,58.0
74.0,305.0
75.0,258.0
75.0,51.0
75.0,55.0
75.0,94.0
75.0,257.0
76.0,340.0
76.0,368.0
76.0,264.0
76.0,87.0
76.0,307.0
77.0,129.0
77.0,374.0
77.0,95.0
77.0,14.0
77.0,351.0
78.0,50.0
78.0,191.0
78.0,190.0
78.0,165.0
78.0,81.0
79.0,68.0
79.0,322.0
79.0,192.0
79.0,173.0
79.0,206.0
80.0,73.0
80.0,304.0
80.0,126.0
80.0,100.0
80.0,81.0
81.0,21.0
81.0,310.0
81.0,356.0
81.0,194.0
81.0,134.0
82.0,147.0
82.0,230.0
82.0,281.0
82.0,361.0
82.0,196.0
83.0,49.0
83.0,181.0
83.0,36.0
83.0,215.0
83.0,8.0
84.0,207.0
84.0,198.0
84.0,370.0
84.0,38.0
84.0,27.0
85.0,158.0
85.0,101.0
85.0,40.0
85.0,365.0
85.0,394.0
86.0,353.0
86.0,130.0
86.0,140.0
